cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,accel_x_g,accel_y_g,accel_z_g,n_samples,timestamp
-1.2,-2.2,0.0,0.0494,-0.0338,-0.9993,12,2026-08-01T14:36:11
-1.5,-2.6,0.0,0.0361,-0.0182,-0.9824,12,2026-08-01T14:36:11
-1.7,-3.0,0.0,0.0282,-0.0367,-0.9865,12,2026-08-01T14:36:12
-2.0,-3.5,0.0,0.1138,-0.0349,-1.0057,12,2026-08-01T14:36:12
-2.2,-3.9,0.0,0.0350,-0.0183,-0.9827,12,2026-08-01T14:36:13
-2.5,-4.3,0.0,0.0768,-0.0370,-0.9858,12,2026-08-01T14:36:13
-2.7,-4.8,0.0,0.1403,-0.0323,-0.9917,12,2026-08-01T14:36:14
-3.0,-5.2,0.0,0.1183,-0.0579,-0.9702,12,2026-08-01T14:36:15
-3.2,-5.6,0.0,0.0834,-0.0527,-0.9871,12,2026-08-01T14:36:15
-3.5,-6.1,0.0,0.1431,-0.0318,-0.9719,12,2026-08-01T14:36:16
-3.7,-6.5,0.0,0.1195,-0.0651,-0.9867,12,2026-08-01T14:36:16
-4.0,-6.9,0.0,0.1226,-0.0477,-0.9748,12,2026-08-01T14:36:17
-4.2,-7.4,0.0,0.1034,-0.0794,-0.9738,12,2026-08-01T14:36:17
-4.5,-7.8,0.0,0.1109,-0.0828,-0.9720,12,2026-08-01T14:36:18
-4.7,-8.2,0.0,0.2163,-0.0853,-0.9974,12,2026-08-01T14:36:19
-5.0,-8.7,0.0,0.1475,-0.0842,-0.9727,12,2026-08-01T14:36:19
-5.2,-9.1,0.0,0.1737,-0.0941,-0.9769,12,2026-08-01T14:36:20
-5.5,-9.5,0.0,0.1518,-0.0968,-0.9742,12,2026-08-01T14:36:20
-5.7,-10.0,0.0,0.2259,-0.0695,-0.9678,12,2026-08-01T14:36:21
-0.1,-0.5,0.0,0.0140,0.0030,-0.9935,12,2026-08-01T14:36:24
-0.3,-1.0,0.0,0.0030,-0.0457,-0.9841,12,2026-08-01T14:36:24
-0.4,-1.4,0.0,-0.0995,0.0275,-0.9738,12,2026-08-01T14:36:25
-0.5,-1.9,0.0,0.0244,-0.0235,-0.9871,12,2026-08-01T14:36:25
-0.6,-2.4,0.0,0.0251,-0.0570,-0.9945,12,2026-08-01T14:36:26
-0.8,-2.9,0.0,0.0227,-0.0922,-0.9891,12,2026-08-01T14:36:27
-0.9,-3.4,0.0,0.0285,-0.0036,-0.9990,12,2026-08-01T14:36:27
-1.0,-3.9,0.0,-0.0223,-0.0697,-0.9964,12,2026-08-01T14:36:28
-1.2,-4.3,0.0,0.1361,-0.0777,-0.9855,12,2026-08-01T14:36:28
-1.3,-4.8,0.0,0.0964,-0.0654,-0.9920,12,2026-08-01T14:36:29
-1.4,-5.3,0.0,0.0429,-0.0581,-0.9878,12,2026-08-01T14:36:29
-1.6,-5.8,0.0,0.1277,-0.0588,-0.9810,12,2026-08-01T14:36:30
-1.7,-6.3,0.0,0.0348,-0.0632,-0.9843,12,2026-08-01T14:36:30
-1.8,-6.8,0.0,0.0848,-0.0843,-0.9827,12,2026-08-01T14:36:31
-1.9,-7.2,0.0,0.0966,-0.1171,-0.9748,12,2026-08-01T14:36:32
-2.1,-7.7,0.0,0.1031,-0.0949,-0.9849,12,2026-08-01T14:36:32
-2.2,-8.2,0.0,0.1404,-0.0903,-0.9853,12,2026-08-01T14:36:33
-2.3,-8.7,0.0,0.0844,-0.0858,-0.9695,12,2026-08-01T14:36:33
-2.5,-9.2,0.0,0.0924,-0.0736,-0.9818,12,2026-08-01T14:36:34
-2.6,-9.7,0.0,0.0458,-0.1375,-0.9897,12,2026-08-01T14:36:34
-2.7,-10.1,0.0,0.1454,-0.1056,-0.9756,12,2026-08-01T14:36:35
-2.8,-10.6,0.0,0.1627,-0.1310,-0.9794,12,2026-08-01T14:36:35
-3.0,-11.1,0.0,0.1729,-0.1482,-0.9752,12,2026-08-01T14:36:36
-3.1,-11.6,0.0,0.1338,-0.0901,-0.9590,12,2026-08-01T14:36:37
-3.2,-12.1,0.0,0.1228,-0.1587,-0.9507,12,2026-08-01T14:36:37
-3.4,-12.6,0.0,0.1229,-0.1012,-0.9678,12,2026-08-01T14:36:38
0.0,-0.5,0.0,0.0153,0.0019,-0.9897,12,2026-08-01T14:36:41
0.0,-1.0,0.0,-0.0031,-0.0195,-0.9849,12,2026-08-01T14:36:41
0.0,-1.5,0.0,0.0721,-0.0114,-0.9795,12,2026-08-01T14:36:42
0.0,-2.0,0.0,0.0306,-0.0245,-0.9755,12,2026-08-01T14:36:42
0.0,-2.5,0.0,0.0203,-0.0405,-0.9863,12,2026-08-01T14:36:43
0.0,-3.0,0.0,0.0145,-0.0509,-0.9883,12,2026-08-01T14:36:44
0.0,-3.5,0.0,0.0898,-0.0596,-0.9996,12,2026-08-01T14:36:44
0.0,-4.0,0.0,0.0350,-0.0003,-0.9865,12,2026-08-01T14:36:45
0.0,-4.5,0.0,0.1157,-0.0795,-0.9898,12,2026-08-01T14:36:45
0.0,-5.0,0.0,0.2554,-0.0924,-0.9985,12,2026-08-01T14:36:46
0.0,-5.5,0.0,0.0714,-0.0769,-0.9953,12,2026-08-01T14:36:46
0.0,-6.0,0.0,0.0469,-0.0801,-0.9911,12,2026-08-01T14:36:47
0.0,-6.5,0.0,0.0631,-0.0915,-0.9781,12,2026-08-01T14:36:47
0.0,-7.0,0.0,0.0773,-0.0988,-0.9794,12,2026-08-01T14:36:48
0.0,-7.5,0.0,0.0673,-0.1024,-0.9801,12,2026-08-01T14:36:49
0.0,-8.0,0.0,0.1785,-0.1566,-0.9915,12,2026-08-01T14:36:49
0.0,-8.5,0.0,0.1310,-0.1319,-0.9968,12,2026-08-01T14:36:50
0.0,-9.0,0.0,0.0902,-0.1274,-0.9756,12,2026-08-01T14:36:50
0.0,-9.5,0.0,0.0759,-0.1438,-0.9835,12,2026-08-01T14:36:51
0.0,-10.0,0.0,0.0653,-0.1337,-0.9776,12,2026-08-01T14:36:51
0.0,-10.5,0.0,0.0892,-0.1869,-0.9835,12,2026-08-01T14:36:52
0.0,-11.0,0.0,0.1179,-0.1655,-0.9910,12,2026-08-01T14:36:52
0.0,-11.5,0.0,0.2170,-0.1348,-0.9829,12,2026-08-01T14:36:53
0.0,-12.0,0.0,0.1215,-0.2008,-0.9779,12,2026-08-01T14:36:53
0.0,-12.5,0.0,0.1108,-0.2087,-0.9704,12,2026-08-01T14:36:54
0.0,-13.0,0.0,0.1208,-0.1847,-0.9648,12,2026-08-01T14:36:55
0.0,-13.5,0.0,0.1202,-0.2005,-0.9662,12,2026-08-01T14:36:55
0.0,-14.0,0.0,0.1008,-0.2071,-0.9598,12,2026-08-01T14:36:56
0.0,-14.5,0.0,0.1008,-0.1404,-0.9413,12,2026-08-01T14:36:56
0.0,-15.0,0.0,0.1958,-0.2117,-0.9682,12,2026-08-01T14:36:57
0.0,-15.5,0.0,0.1656,-0.1968,-0.9775,12,2026-08-01T14:36:57
0.0,-16.0,0.0,-0.0912,-0.4019,-0.9562,12,2026-08-01T14:36:58
0.0,-16.5,0.0,0.1114,-0.2775,-0.9254,12,2026-08-01T14:36:59
0.1,-0.5,0.0,0.0097,-0.0026,-0.9895,12,2026-08-01T14:37:02
0.3,-1.0,0.0,0.0056,-0.0050,-0.9933,12,2026-08-01T14:37:03
0.4,-1.4,0.0,0.0175,-0.0135,-0.9919,12,2026-08-01T14:37:03
0.5,-1.9,0.0,-0.0125,-0.0271,-0.9773,12,2026-08-01T14:37:04
0.6,-2.4,0.0,-0.0091,-0.0292,-0.9891,12,2026-08-01T14:37:05
0.8,-2.9,0.0,0.0302,-0.0231,-0.9756,12,2026-08-01T14:37:05
0.9,-3.4,0.0,0.0108,-0.0493,-0.9859,12,2026-08-01T14:37:06
1.0,-3.9,0.0,0.0494,-0.0502,-0.9863,12,2026-08-01T14:37:06
1.2,-4.3,0.0,0.0372,-0.0593,-0.9826,12,2026-08-01T14:37:07
1.3,-4.8,0.0,0.0244,-0.0669,-0.9935,12,2026-08-01T14:37:07
1.4,-5.3,0.0,0.0297,-0.0660,-0.9858,12,2026-08-01T14:37:08
1.6,-5.8,0.0,0.0264,-0.0889,-0.9783,12,2026-08-01T14:37:08
1.7,-6.3,0.0,0.0313,-0.0988,-0.9863,12,2026-08-01T14:37:09
1.8,-6.8,0.0,0.0319,-0.1119,-0.9802,12,2026-08-01T14:37:09
1.9,-7.2,0.0,0.0166,-0.1112,-0.9687,12,2026-08-01T14:37:10
2.1,-7.7,0.0,-0.0317,-0.1339,-0.9699,12,2026-08-01T14:37:11
2.2,-8.2,0.0,-0.1401,-0.0950,-0.9950,12,2026-08-01T14:37:11
2.3,-8.7,0.0,0.0838,-0.1600,-0.9623,12,2026-08-01T14:37:12
2.5,-9.2,0.0,0.0179,-0.1279,-0.9643,12,2026-08-01T14:37:12
2.6,-9.7,0.0,-0.0610,-0.1107,-0.9706,12,2026-08-01T14:37:13
2.7,-10.1,0.0,0.0706,-0.2201,-0.9911,12,2026-08-01T14:37:13
2.8,-10.6,0.0,0.1153,-0.2036,-0.9961,12,2026-08-01T14:37:14
3.0,-11.1,0.0,0.0550,-0.1707,-0.9765,12,2026-08-01T14:37:15
3.1,-11.6,0.0,0.0494,-0.1839,-0.9801,12,2026-08-01T14:37:15
3.2,-12.1,0.0,0.0594,-0.2087,-0.9641,12,2026-08-01T14:37:16
3.4,-12.6,0.0,0.0725,-0.2100,-0.9702,12,2026-08-01T14:37:16
0.2,-0.4,0.0,0.0049,-0.0025,-0.9930,12,2026-08-01T14:37:20
0.5,-0.9,0.0,0.0024,0.0169,-0.9871,12,2026-08-01T14:37:20
0.7,-1.3,0.0,0.0137,-0.0170,-0.9980,12,2026-08-01T14:37:21
1.0,-1.7,0.0,-0.0080,-0.0187,-0.9908,12,2026-08-01T14:37:21
1.2,-2.2,0.0,0.0116,-0.0434,-0.9896,12,2026-08-01T14:37:22
1.5,-2.6,0.0,-0.0121,-0.0379,-0.9826,12,2026-08-01T14:37:22
1.7,-3.0,0.0,-0.0024,-0.0476,-0.9891,12,2026-08-01T14:37:23
2.0,-3.5,0.0,0.0104,-0.0321,-0.9894,12,2026-08-01T14:37:23
2.2,-3.9,0.0,0.0111,-0.0549,-0.9871,12,2026-08-01T14:37:24
2.5,-4.3,0.0,0.0711,-0.0590,-0.9910,12,2026-08-01T14:37:24
2.7,-4.8,0.0,0.0010,-0.0686,-0.9760,12,2026-08-01T14:37:25
3.0,-5.2,0.0,0.0025,-0.0828,-0.9853,12,2026-08-01T14:37:26
3.2,-5.6,0.0,-0.0062,-0.0929,-0.9908,12,2026-08-01T14:37:26
3.5,-6.1,0.0,-0.0160,-0.1013,-0.9901,12,2026-08-01T14:37:27
3.7,-6.5,0.0,0.0034,-0.1094,-0.9834,12,2026-08-01T14:37:27
4.0,-6.9,0.0,-0.0118,-0.1267,-0.9777,12,2026-08-01T14:37:28
4.2,-7.4,0.0,0.0382,-0.1329,-0.9841,12,2026-08-01T14:37:28
4.5,-7.8,0.0,0.0288,-0.1387,-0.9886,12,2026-08-01T14:37:29
4.7,-8.2,0.0,-0.0125,-0.1606,-0.9800,12,2026-08-01T14:37:30
5.0,-8.7,0.0,0.0175,-0.1803,-0.9749,12,2026-08-01T14:37:30
5.2,-9.1,0.0,0.0201,-0.1626,-0.9733,12,2026-08-01T14:37:31
5.5,-9.5,0.0,0.0100,-0.1621,-0.9759,12,2026-08-01T14:37:31
5.7,-10.0,0.0,0.0156,-0.1906,-0.9713,12,2026-08-01T14:37:32
0.4,-0.4,0.0,0.0043,-0.0038,-0.9891,12,2026-08-01T14:37:35
0.7,-0.7,0.0,-0.0118,-0.0138,-0.9992,12,2026-08-01T14:37:36
1.1,-1.1,0.0,-0.0745,-0.0103,-0.9834,12,2026-08-01T14:37:36
1.4,-1.4,0.0,-0.0063,-0.0297,-0.9936,12,2026-08-01T14:37:37
1.8,-1.8,0.0,-0.0236,-0.0369,-0.9957,12,2026-08-01T14:37:37
2.1,-2.1,0.0,-0.0201,-0.0370,-0.9908,12,2026-08-01T14:37:38
2.5,-2.5,0.0,0.0321,-0.0453,-0.9879,12,2026-08-01T14:37:38
2.8,-2.8,0.0,-0.0151,-0.0597,-0.9930,12,2026-08-01T14:37:39
3.2,-3.2,0.0,0.0161,-0.0713,-0.9723,12,2026-08-01T14:37:39
3.5,-3.5,0.0,-0.0240,-0.0680,-0.9896,12,2026-08-01T14:37:40
3.9,-3.9,0.0,-0.0119,-0.0851,-0.9864,12,2026-08-01T14:37:41
4.2,-4.2,0.0,-0.0074,-0.0739,-0.9834,12,2026-08-01T14:37:41
4.6,-4.6,0.0,-0.0309,-0.0883,-0.9810,12,2026-08-01T14:37:42
4.9,-4.9,0.0,-0.0111,-0.1221,-0.9924,12,2026-08-01T14:37:42
5.3,-5.3,0.0,-0.0197,-0.1026,-0.9961,12,2026-08-01T14:37:43
5.7,-5.7,0.0,-0.0402,-0.1206,-0.9810,12,2026-08-01T14:37:43
6.0,-6.0,0.0,-0.0282,-0.1134,-0.9858,12,2026-08-01T14:37:44
6.4,-6.4,0.0,-0.0392,-0.1485,-0.9740,12,2026-08-01T14:37:45
6.7,-6.7,0.0,-0.0500,-0.1428,-0.9748,12,2026-08-01T14:37:45
7.1,-7.1,0.0,-0.0364,-0.1476,-0.9794,12,2026-08-01T14:37:46
7.4,-7.4,0.0,-0.0917,-0.1580,-0.9648,12,2026-08-01T14:37:46
7.8,-7.8,0.0,-0.0553,-0.1653,-0.9837,12,2026-08-01T14:37:47
8.1,-8.1,0.0,-0.0317,-0.1798,-0.9707,12,2026-08-01T14:37:48
0.4,-0.3,0.0,-0.0123,-0.0097,-0.9889,12,2026-08-01T14:37:51
0.9,-0.5,0.0,-0.0226,0.0302,-0.9767,12,2026-08-01T14:37:52
1.3,-0.8,0.0,-0.0610,0.0057,-0.9967,12,2026-08-01T14:37:52
1.7,-1.0,0.0,-0.0369,-0.0256,-0.9923,12,2026-08-01T14:37:53
2.2,-1.3,0.0,-0.0568,-0.0457,-0.9913,12,2026-08-01T14:37:54
2.6,-1.5,0.0,0.0064,-0.0351,-0.9942,12,2026-08-01T14:37:54
3.0,-1.8,0.0,-0.0455,-0.0447,-0.9929,12,2026-08-01T14:37:55
3.5,-2.0,0.0,-0.0369,-0.0424,-0.9928,12,2026-08-01T14:37:55
3.9,-2.3,0.0,-0.0518,-0.0794,-0.9886,12,2026-08-01T14:37:56
4.3,-2.5,0.0,-0.0728,-0.0873,-0.9928,12,2026-08-01T14:37:56
4.8,-2.8,0.0,-0.0689,-0.1148,-0.9903,12,2026-08-01T14:37:57
5.2,-3.0,0.0,-0.0665,-0.0798,-0.9786,12,2026-08-01T14:37:57
5.6,-3.3,0.0,-0.0531,-0.0726,-0.9792,12,2026-08-01T14:37:58
6.1,-3.5,0.0,-0.0584,-0.0437,-0.9799,12,2026-08-01T14:37:59
6.5,-3.8,0.0,-0.0837,-0.1042,-0.9744,12,2026-08-01T14:37:59
6.9,-4.0,0.0,-0.0953,-0.1575,-0.9790,12,2026-08-01T14:38:00
7.4,-4.3,0.0,-0.0841,-0.1099,-0.9824,12,2026-08-01T14:38:00
7.8,-4.5,0.0,-0.1071,-0.1267,-0.9847,12,2026-08-01T14:38:01
8.2,-4.8,0.0,-0.0858,-0.0813,-0.9722,12,2026-08-01T14:38:01
8.7,-5.0,0.0,-0.0633,-0.1584,-0.9703,12,2026-08-01T14:38:02
9.1,-5.3,0.0,-0.0815,-0.1453,-0.9730,12,2026-08-01T14:38:03
9.5,-5.5,0.0,-0.0860,-0.1477,-0.9759,12,2026-08-01T14:38:03
10.0,-5.8,0.0,-0.0874,-0.1467,-0.9853,12,2026-08-01T14:38:04
0.5,-0.1,0.0,-0.0175,-0.0117,-0.9865,12,2026-08-01T14:38:07
1.0,-0.3,0.0,-0.0222,-0.0107,-0.9925,12,2026-08-01T14:38:08
1.4,-0.4,0.0,-0.1171,0.0070,-0.9844,12,2026-08-01T14:38:08
1.9,-0.5,0.0,-0.0411,-0.0343,-0.9966,12,2026-08-01T14:38:09
2.4,-0.6,0.0,-0.0482,0.0171,-0.9844,12,2026-08-01T14:38:09
2.9,-0.8,0.0,-0.0533,0.0033,-0.9803,12,2026-08-01T14:38:10
3.4,-0.9,0.0,-0.0612,-0.0421,-0.9892,12,2026-08-01T14:38:10
3.9,-1.0,0.0,-0.1119,-0.0118,-0.9895,12,2026-08-01T14:38:11
4.3,-1.2,0.0,-0.0596,-0.0376,-0.9849,12,2026-08-01T14:38:11
4.8,-1.3,0.0,-0.0856,-0.0850,-0.9906,12,2026-08-01T14:38:12
5.3,-1.4,0.0,-0.1622,-0.0549,-0.9802,12,2026-08-01T14:38:12
5.8,-1.6,0.0,-0.1241,-0.0715,-0.9827,12,2026-08-01T14:38:13
6.3,-1.7,0.0,-0.0831,-0.0516,-0.9865,12,2026-08-01T14:38:14
6.8,-1.8,0.0,-0.1040,-0.0881,-0.9729,12,2026-08-01T14:38:14
7.2,-1.9,0.0,-0.0780,-0.0590,-0.9731,12,2026-08-01T14:38:15
7.7,-2.1,0.0,-0.1251,-0.0910,-0.9827,12,2026-08-01T14:38:15
8.2,-2.2,0.0,-0.0958,-0.0940,-0.9865,12,2026-08-01T14:38:16
8.7,-2.3,0.0,-0.1417,-0.0990,-0.9797,12,2026-08-01T14:38:16
9.2,-2.5,0.0,-0.0532,-0.0490,-0.9804,12,2026-08-01T14:38:17
9.7,-2.6,0.0,-0.1234,-0.1361,-0.9856,12,2026-08-01T14:38:17
10.1,-2.7,0.0,-0.1632,-0.1353,-0.9783,12,2026-08-01T14:38:18
10.6,-2.8,0.0,-0.1149,-0.1485,-0.9703,12,2026-08-01T14:38:19
11.1,-3.0,0.0,-0.1853,-0.1799,-0.9597,12,2026-08-01T14:38:19
