cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,accel_x_g,accel_y_g,accel_z_g,n_samples,timestamp
4.6,4.6,0.0,-0.1058,0.0370,-0.9842,12,2026-08-01T14:25:23
4.9,4.9,0.0,-0.0422,-0.0298,-0.9983,12,2026-08-01T14:25:24
5.3,5.3,0.0,-0.1311,0.0548,-0.9745,12,2026-08-01T14:25:24
5.7,5.7,0.0,-0.1192,0.0433,-0.9779,12,2026-08-01T14:25:25
6.0,6.0,0.0,-0.1211,0.0110,-0.9674,12,2026-08-01T14:25:25
6.4,6.4,0.0,-0.1016,0.0367,-0.9763,12,2026-08-01T14:25:26
6.7,6.7,0.0,-0.1443,0.0290,-0.9750,12,2026-08-01T14:25:26
7.1,7.1,0.0,-0.0256,0.0378,-0.9867,12,2026-08-01T14:25:27
7.4,7.4,0.0,-0.1347,0.0574,-0.9790,12,2026-08-01T14:25:27
7.8,7.8,0.0,-0.1789,0.0553,-0.9701,12,2026-08-01T14:25:28
8.1,8.1,0.0,-0.1906,0.0857,-0.9676,12,2026-08-01T14:25:29
8.5,8.5,0.0,-0.2143,0.0595,-0.9746,12,2026-08-01T14:25:29
8.8,8.8,0.0,-0.1773,0.0556,-0.9672,12,2026-08-01T14:25:30
9.2,9.2,0.0,-0.1925,0.0900,-0.9574,12,2026-08-01T14:25:30
9.5,9.5,0.0,-0.2719,0.1702,-0.9337,12,2026-08-01T14:25:31
0.2,0.4,0.0,-0.0112,0.0122,-0.9908,12,2026-08-01T14:25:34
0.5,0.9,0.0,0.0079,0.0179,-0.9947,12,2026-08-01T14:25:35
0.7,1.3,0.0,-0.0076,0.0133,-0.9902,12,2026-08-01T14:25:35
1.0,1.7,0.0,0.0156,0.0197,-0.9821,12,2026-08-01T14:25:36
1.2,2.2,0.0,-0.0173,0.0179,-0.9954,12,2026-08-01T14:25:36
1.5,2.6,0.0,-0.0470,0.0346,-0.9838,12,2026-08-01T14:25:37
1.7,3.0,0.0,-0.0497,0.0158,-1.0022,12,2026-08-01T14:25:38
2.0,3.5,0.0,-0.0517,0.0420,-0.9877,12,2026-08-01T14:25:38
2.2,3.9,0.0,-0.0631,0.0667,-0.9887,12,2026-08-01T14:25:39
2.5,4.3,0.0,-0.0461,0.0575,-0.9819,12,2026-08-01T14:25:39
2.7,4.8,0.0,-0.0725,0.0524,-0.9887,12,2026-08-01T14:25:40
3.0,5.2,0.0,-0.0704,0.0490,-0.9887,12,2026-08-01T14:25:40
3.2,5.6,0.0,-0.1164,0.0450,-1.0039,12,2026-08-01T14:25:41
3.5,6.1,0.0,-0.1489,0.0720,-0.9812,12,2026-08-01T14:25:41
3.7,6.5,0.0,0.0857,0.0566,-0.9974,12,2026-08-01T14:25:42
4.0,6.9,0.0,-0.0951,0.1047,-0.9761,12,2026-08-01T14:25:43
4.2,7.4,0.0,-0.1490,0.0432,-0.9969,12,2026-08-01T14:25:43
4.5,7.8,0.0,-0.1410,0.0688,-0.9845,12,2026-08-01T14:25:44
4.7,8.2,0.0,-0.0864,0.1000,-0.9740,12,2026-08-01T14:25:44
5.0,8.7,0.0,-0.1434,0.1243,-0.9757,12,2026-08-01T14:25:45
5.2,9.1,0.0,-0.1494,0.0755,-0.9677,12,2026-08-01T14:25:45
5.5,9.5,0.0,-0.1599,0.0693,-0.9743,12,2026-08-01T14:25:46
5.7,10.0,0.0,-0.1119,0.2402,-0.9650,12,2026-08-01T14:25:47
6.0,10.4,0.0,-0.1702,0.1204,-1.0050,12,2026-08-01T14:25:47
0.1,0.5,0.0,-0.0070,0.0113,-0.9890,12,2026-08-01T14:25:51
0.3,1.0,0.0,0.0067,0.0129,-0.9908,12,2026-08-01T14:25:51
0.4,1.4,0.0,-0.0190,0.0029,-0.9848,12,2026-08-01T14:25:52
0.5,1.9,0.0,-0.0748,-0.0013,-0.9978,12,2026-08-01T14:25:52
0.6,2.4,0.0,-0.0267,0.0304,-0.9843,12,2026-08-01T14:25:53
0.8,2.9,0.0,-0.0133,0.0292,-1.0024,12,2026-08-01T14:25:53
0.9,3.4,0.0,-0.0387,0.0467,-0.9884,12,2026-08-01T14:25:54
1.0,3.9,0.0,-0.0438,0.0634,-0.9889,12,2026-08-01T14:25:54
1.2,4.3,0.0,-0.0614,0.0702,-1.0068,12,2026-08-01T14:25:55
1.3,4.8,0.0,-0.0729,0.0485,-0.9819,12,2026-08-01T14:25:56
1.4,5.3,0.0,-0.0619,0.0638,-0.9771,12,2026-08-01T14:25:56
1.6,5.8,0.0,-0.1165,0.0689,-0.9875,12,2026-08-01T14:25:57
1.7,6.3,0.0,-0.1027,0.0818,-0.9845,12,2026-08-01T14:25:57
1.8,6.8,0.0,-0.1324,0.0974,-0.9812,12,2026-08-01T14:25:58
1.9,7.2,0.0,-0.0986,0.0985,-0.9831,12,2026-08-01T14:25:58
2.1,7.7,0.0,-0.1519,0.0372,-0.9962,12,2026-08-01T14:25:59
2.2,8.2,0.0,-0.0315,0.0636,-0.9816,12,2026-08-01T14:25:59
2.3,8.7,0.0,-0.0944,0.0450,-0.9696,12,2026-08-01T14:26:00
2.5,9.2,0.0,-0.0541,0.1239,-0.9747,12,2026-08-01T14:26:01
2.6,9.7,0.0,-0.1213,0.1679,-1.0049,12,2026-08-01T14:26:01
2.7,10.1,0.0,-0.1165,0.1386,-0.9959,12,2026-08-01T14:26:02
2.8,10.6,0.0,-0.1088,0.1214,-0.9544,12,2026-08-01T14:26:02
3.0,11.1,0.0,-0.1525,0.0697,-0.9840,12,2026-08-01T14:26:03
-0.0,0.5,0.0,-0.0015,0.0106,-0.9897,12,2026-08-01T14:26:06
-0.0,1.0,0.0,-0.0221,0.0128,-0.9886,12,2026-08-01T14:26:07
-0.0,1.5,0.0,0.0012,0.0208,-0.9772,12,2026-08-01T14:26:07
-0.0,2.0,0.0,-0.0112,0.0358,-0.9910,12,2026-08-01T14:26:08
-0.0,2.5,0.0,-0.0208,0.0381,-0.9847,12,2026-08-01T14:26:09
-0.0,3.0,0.0,0.0030,0.0520,-0.9977,12,2026-08-01T14:26:09
-0.0,3.5,0.0,0.0070,0.0489,-0.9908,12,2026-08-01T14:26:10
-0.0,4.0,0.0,-0.0329,0.0713,-0.9795,12,2026-08-01T14:26:10
-0.0,4.5,0.0,-0.0264,0.0426,-0.9956,12,2026-08-01T14:26:11
-0.0,5.0,0.0,-0.0568,0.0785,-0.9911,12,2026-08-01T14:26:11
-0.0,5.5,0.0,-0.0216,0.0577,-0.9904,12,2026-08-01T14:26:12
-0.0,6.0,0.0,-0.0670,0.0881,-0.9825,12,2026-08-01T14:26:12
-0.0,6.5,0.0,-0.0298,0.1132,-0.9852,12,2026-08-01T14:26:13
-0.0,7.0,0.0,-0.1001,0.0922,-0.9792,12,2026-08-01T14:26:14
-0.0,7.5,0.0,-0.0982,0.1275,-0.9877,12,2026-08-01T14:26:14
-0.0,8.0,0.0,-0.0118,0.1085,-0.9757,12,2026-08-01T14:26:15
-0.0,8.5,0.0,-0.0698,0.1259,-0.9786,12,2026-08-01T14:26:15
-0.0,9.0,0.0,-0.0145,0.1724,-0.9808,12,2026-08-01T14:26:16
-0.0,9.5,0.0,-0.0611,0.1254,-0.9806,12,2026-08-01T14:26:16
-0.0,10.0,0.0,-0.0664,0.1497,-0.9751,12,2026-08-01T14:26:17
-0.0,10.5,0.0,-0.0710,0.1516,-0.9677,12,2026-08-01T14:26:18
-0.0,11.0,0.0,-0.0750,0.1683,-0.9636,12,2026-08-01T14:26:18
-0.0,11.5,0.0,-0.0492,0.2017,-0.9580,12,2026-08-01T14:26:19
-0.0,12.0,0.0,-0.0955,0.1592,-0.9567,12,2026-08-01T14:26:19
-0.1,0.5,0.0,-0.0083,0.0224,-0.9924,12,2026-08-01T14:26:23
-0.3,1.0,0.0,-0.0142,0.0293,-0.9924,12,2026-08-01T14:26:24
-0.4,1.4,0.0,-0.0454,0.0345,-0.9969,12,2026-08-01T14:26:24
-0.5,1.9,0.0,-0.0070,0.0387,-0.9918,12,2026-08-01T14:26:25
-0.6,2.4,0.0,0.0175,0.0413,-0.9872,12,2026-08-01T14:26:25
-0.8,2.9,0.0,-0.0072,0.0507,-0.9910,12,2026-08-01T14:26:26
-0.9,3.4,0.0,-0.0069,0.0593,-0.9845,12,2026-08-01T14:26:26
-1.0,3.9,0.0,-0.0076,0.0650,-0.9751,12,2026-08-01T14:26:27
-1.2,4.3,0.0,-0.0101,0.0821,-0.9833,12,2026-08-01T14:26:27
-1.3,4.8,0.0,-0.0162,0.0854,-0.9882,12,2026-08-01T14:26:28
-1.4,5.3,0.0,-0.0217,0.0985,-0.9936,12,2026-08-01T14:26:28
-1.6,5.8,0.0,-0.0245,0.0983,-0.9866,12,2026-08-01T14:26:29
-1.7,6.3,0.0,-0.0287,0.1089,-0.9710,12,2026-08-01T14:26:30
-1.8,6.8,0.0,-0.0150,0.1174,-0.9691,12,2026-08-01T14:26:30
-1.9,7.2,0.0,-0.0215,0.1094,-0.9845,12,2026-08-01T14:26:31
-2.1,7.7,0.0,-0.0202,0.1500,-0.9747,12,2026-08-01T14:26:31
-2.2,8.2,0.0,-0.0219,0.1539,-0.9803,12,2026-08-01T14:26:32
-2.3,8.7,0.0,-0.0420,0.1488,-0.9759,12,2026-08-01T14:26:32
-2.5,9.2,0.0,-0.0185,0.1493,-0.9707,12,2026-08-01T14:26:33
-2.6,9.7,0.0,-0.0473,0.1570,-0.9723,12,2026-08-01T14:26:34
-2.7,10.1,0.0,-0.0600,0.1687,-0.9721,12,2026-08-01T14:26:34
-2.8,10.6,0.0,-0.0508,0.1822,-0.9798,12,2026-08-01T14:26:35
-3.0,11.1,0.0,-0.0242,0.1917,-0.9747,12,2026-08-01T14:26:35
-0.3,0.4,0.0,0.0023,0.0201,-0.9899,12,2026-08-01T14:26:38
-0.5,0.9,0.0,0.0307,-0.0076,-0.9915,12,2026-08-01T14:26:39
-0.8,1.3,0.0,-0.0385,0.0787,-0.9784,12,2026-08-01T14:26:40
-1.0,1.7,0.0,0.0148,0.0316,-0.9819,12,2026-08-01T14:26:40
-1.3,2.2,0.0,0.0253,0.0353,-0.9867,12,2026-08-01T14:26:41
-1.5,2.6,0.0,0.0406,0.0341,-0.9837,12,2026-08-01T14:26:41
-1.8,3.0,0.0,0.0233,0.0570,-0.9886,12,2026-08-01T14:26:42
-2.0,3.5,0.0,0.0282,0.0676,-0.9948,12,2026-08-01T14:26:42
-2.3,3.9,0.0,0.0315,0.0845,-0.9904,12,2026-08-01T14:26:43
-2.5,4.3,0.0,0.0332,0.0888,-0.9810,12,2026-08-01T14:26:43
-2.8,4.8,0.0,-0.0185,0.1423,-0.9784,12,2026-08-01T14:26:44
-3.0,5.2,0.0,0.1091,0.0931,-0.9896,12,2026-08-01T14:26:44
-3.3,5.6,0.0,0.0244,0.1059,-0.9834,12,2026-08-01T14:26:45
-3.5,6.1,0.0,0.0335,0.1115,-0.9855,12,2026-08-01T14:26:46
-3.8,6.5,0.0,0.0108,0.1240,-0.9913,12,2026-08-01T14:26:46
-4.0,6.9,0.0,-0.0002,0.1331,-0.9707,12,2026-08-01T14:26:47
-4.3,7.4,0.0,-0.0095,0.1503,-0.9819,12,2026-08-01T14:26:47
-4.5,7.8,0.0,0.0645,0.1576,-0.9834,12,2026-08-01T14:26:48
-4.8,8.2,0.0,-0.0583,0.1828,-0.9652,12,2026-08-01T14:26:48
-5.0,8.7,0.0,0.0314,0.1433,-0.9745,12,2026-08-01T14:26:49
-5.3,9.1,0.0,-0.0121,0.1915,-0.9731,12,2026-08-01T14:26:50
-5.5,9.5,0.0,0.0121,0.1830,-0.9705,12,2026-08-01T14:26:50
-5.8,10.0,0.0,-0.0415,0.1483,-0.9823,12,2026-08-01T14:26:51
-6.0,10.4,0.0,0.0046,0.2386,-0.9732,12,2026-08-01T14:26:51
-0.4,0.4,0.0,0.0203,0.0102,-0.9883,12,2026-08-01T14:26:54
-0.7,0.7,0.0,0.0326,0.0136,-0.9946,12,2026-08-01T14:26:55
-1.1,1.1,0.0,0.0012,0.0500,-0.9886,12,2026-08-01T14:26:56
-1.4,1.4,0.0,-0.1009,-0.0081,-0.9836,12,2026-08-01T14:26:56
-1.8,1.8,0.0,0.0313,0.0251,-0.9996,12,2026-08-01T14:26:57
-2.1,2.1,0.0,0.0654,0.0460,-0.9879,12,2026-08-01T14:26:57
-2.5,2.5,0.0,0.0148,0.0542,-0.9867,12,2026-08-01T14:26:58
-2.8,2.8,0.0,0.0839,0.0828,-0.9895,12,2026-08-01T14:26:58
-3.2,3.2,0.0,0.0207,0.0743,-0.9878,12,2026-08-01T14:26:59
-3.5,3.5,0.0,0.0819,0.0519,-0.9858,12,2026-08-01T14:26:59
-3.9,3.9,0.0,0.0006,0.0948,-0.9929,12,2026-08-01T14:27:00
-4.2,4.2,0.0,0.0410,0.1037,-0.9840,12,2026-08-01T14:27:00
-4.6,4.6,0.0,0.0281,0.1093,-0.9926,12,2026-08-01T14:27:01
-4.9,4.9,0.0,0.0303,0.1328,-0.9875,12,2026-08-01T14:27:02
-5.3,5.3,0.0,0.0294,0.1236,-0.9836,12,2026-08-01T14:27:02
-5.7,5.7,0.0,-0.0258,0.1547,-0.9917,12,2026-08-01T14:27:03
-6.0,6.0,0.0,0.0383,0.1536,-0.9844,12,2026-08-01T14:27:03
-6.4,6.4,0.0,-0.0331,0.1661,-0.9733,12,2026-08-01T14:27:04
-6.7,6.7,0.0,-0.0153,0.1807,-0.9633,12,2026-08-01T14:27:04
-7.1,7.1,0.0,0.0225,0.1674,-0.9806,12,2026-08-01T14:27:05
-7.4,7.4,0.0,0.0817,0.1836,-0.9659,12,2026-08-01T14:27:05
-7.8,7.8,0.0,0.0499,0.1989,-0.9826,12,2026-08-01T14:27:06
-8.1,8.1,0.0,0.0577,0.2133,-0.9691,12,2026-08-01T14:27:07
-8.5,8.5,0.0,0.0928,0.1663,-0.9678,12,2026-08-01T14:27:07
-8.8,8.8,0.0,0.0015,0.2042,-0.9701,12,2026-08-01T14:27:08
-9.2,9.2,0.0,0.0716,0.2312,-0.9652,12,2026-08-01T14:27:08
-9.5,9.5,0.0,0.1027,0.2795,-0.9561,12,2026-08-01T14:27:09
-0.4,0.3,0.0,0.0070,0.0125,-0.9907,12,2026-08-01T14:27:12
-0.9,0.5,0.0,0.0129,0.0288,-0.9809,12,2026-08-01T14:27:13
-1.3,0.8,0.0,0.0313,-0.0018,-0.9835,12,2026-08-01T14:27:13
-1.7,1.0,0.0,0.0182,0.0514,-0.9858,12,2026-08-01T14:27:14
-2.2,1.3,0.0,0.0135,0.0588,-0.9820,12,2026-08-01T14:27:14
-2.6,1.5,0.0,-0.0362,0.0001,-0.9943,12,2026-08-01T14:27:15
-3.0,1.8,0.0,0.0162,0.0735,-0.9854,12,2026-08-01T14:27:15
-3.5,2.0,0.0,0.0280,0.0663,-0.9978,12,2026-08-01T14:27:16
-3.9,2.3,0.0,0.0138,0.0896,-0.9871,12,2026-08-01T14:27:16
-4.3,2.5,0.0,0.0598,0.0793,-0.9912,12,2026-08-01T14:27:17
-4.8,2.8,0.0,0.0848,0.0907,-0.9854,12,2026-08-01T14:27:18
-5.2,3.0,0.0,0.0922,0.1204,-0.9854,12,2026-08-01T14:27:18
-5.6,3.3,0.0,0.0446,0.1318,-0.9722,12,2026-08-01T14:27:19
-6.1,3.5,0.0,0.0647,0.1403,-0.9789,12,2026-08-01T14:27:19
-6.5,3.8,0.0,0.0973,0.1187,-0.9729,12,2026-08-01T14:27:20
-6.9,4.0,0.0,0.1027,0.0966,-0.9740,12,2026-08-01T14:27:20
-7.4,4.3,0.0,0.1068,0.0644,-0.9803,12,2026-08-01T14:27:21
-7.8,4.5,0.0,0.0739,0.1237,-0.9653,12,2026-08-01T14:27:21
-8.2,4.8,0.0,0.0635,0.1382,-0.9735,12,2026-08-01T14:27:22
-8.7,5.0,0.0,0.1291,0.1468,-0.9766,12,2026-08-01T14:27:22
-9.1,5.3,0.0,0.0986,0.1661,-0.9740,12,2026-08-01T14:27:23
-9.5,5.5,0.0,0.0581,0.2225,-0.9696,12,2026-08-01T14:27:24
-10.0,5.8,0.0,0.1290,0.1955,-0.9594,12,2026-08-01T14:27:24
-10.4,6.0,0.0,0.1541,0.2328,-0.9787,12,2026-08-01T14:27:25
-10.8,6.3,0.0,0.4553,0.2515,-0.9685,12,2026-08-01T14:27:25
-11.3,6.5,0.0,0.1176,0.2371,-0.9617,12,2026-08-01T14:27:26
-11.7,6.8,0.0,0.1431,0.1944,-0.9649,12,2026-08-01T14:27:26
-12.1,7.0,0.0,0.0202,0.2013,-0.9511,12,2026-08-01T14:27:27
-12.6,7.3,0.0,0.0295,0.2450,-0.9506,12,2026-08-01T14:27:28
-13.0,7.5,0.0,0.1193,0.2543,-0.9613,12,2026-08-01T14:27:28
-13.4,7.8,0.0,0.1228,0.2523,-0.9728,12,2026-08-01T14:27:29
-13.9,8.0,0.0,0.1102,0.2066,-0.9579,12,2026-08-01T14:27:29
-0.5,0.1,0.0,0.0180,0.0074,-0.9737,12,2026-08-01T14:27:33
-1.0,0.3,0.0,0.0056,0.0614,-0.9844,12,2026-08-01T14:27:33
-1.4,0.4,0.0,0.0361,0.0246,-0.9915,12,2026-08-01T14:27:34
-1.9,0.5,0.0,0.0425,0.0286,-0.9882,12,2026-08-01T14:27:34
-2.4,0.6,0.0,0.0705,0.0369,-0.9880,12,2026-08-01T14:27:35
-2.9,0.8,0.0,0.0527,0.0465,-0.9983,12,2026-08-01T14:27:35
-3.4,0.9,0.0,0.0603,0.0416,-0.9842,12,2026-08-01T14:27:36
-3.9,1.0,0.0,0.0354,0.0798,-0.9881,12,2026-08-01T14:27:37
-4.3,1.2,0.0,0.0496,0.0697,-0.9771,12,2026-08-01T14:27:37
-4.8,1.3,0.0,0.0763,0.0975,-0.9825,12,2026-08-01T14:27:38
-5.3,1.4,0.0,0.0641,0.0780,-0.9721,12,2026-08-01T14:27:38
-5.8,1.6,0.0,0.1169,0.1228,-0.9989,12,2026-08-01T14:27:39
-6.3,1.7,0.0,0.0935,0.0839,-0.9786,12,2026-08-01T14:27:39
-6.8,1.8,0.0,0.0477,0.0768,-0.9893,12,2026-08-01T14:27:40
-7.2,1.9,0.0,0.0521,0.1124,-0.9857,12,2026-08-01T14:27:40
-7.7,2.1,0.0,0.1426,0.0892,-0.9791,12,2026-08-01T14:27:41
-8.2,2.2,0.0,0.0992,0.1409,-0.9823,12,2026-08-01T14:27:42
-8.7,2.3,0.0,0.1210,0.1021,-0.9819,12,2026-08-01T14:27:42
-9.2,2.5,0.0,0.0701,0.0731,-0.9756,12,2026-08-01T14:27:43
-9.7,2.6,0.0,0.1254,0.0877,-0.9823,12,2026-08-01T14:27:43
-10.1,2.7,0.0,0.2076,0.1433,-0.9718,12,2026-08-01T14:27:44
-10.6,2.8,0.0,0.2072,0.0985,-0.9652,12,2026-08-01T14:27:44
-11.1,3.0,0.0,0.0935,0.1661,-0.9571,12,2026-08-01T14:27:45
-11.6,3.1,0.0,0.1540,0.1611,-0.9625,12,2026-08-01T14:27:45
-12.1,3.2,0.0,0.2372,0.1365,-0.9618,12,2026-08-01T14:27:46
