cmd_roll_deg,cmd_pitch_deg,cmd_yaw_deg,accel_x_g,accel_y_g,accel_z_g,n_samples,timestamp
-12.6,3.4,0.0,0.1509,0.1611,-0.9742,12,2026-08-01T14:27:47
-0.5,-0.0,0.0,0.0317,-0.0023,-0.9884,12,2026-08-01T14:27:50
-1.0,-0.0,0.0,0.0939,-0.0037,-0.9792,12,2026-08-01T14:27:50
-1.5,-0.0,0.0,0.0506,0.0096,-0.9928,12,2026-08-01T14:27:51
-2.0,-0.0,0.0,-0.0318,0.0323,-0.9994,12,2026-08-01T14:27:52
-2.5,-0.0,0.0,0.0277,0.0245,-0.9917,12,2026-08-01T14:27:52
-3.0,-0.0,0.0,0.1293,0.0223,-0.9863,12,2026-08-01T14:27:53
-3.5,-0.0,0.0,0.0659,0.0503,-0.9893,12,2026-08-01T14:27:53
-4.0,-0.0,0.0,0.1127,0.0236,-0.9924,12,2026-08-01T14:27:54
-4.5,-0.0,0.0,0.0515,0.0455,-0.9817,12,2026-08-01T14:27:54
-5.0,-0.0,0.0,0.0628,0.0346,-0.9862,12,2026-08-01T14:27:55
-5.5,-0.0,0.0,0.0924,0.0259,-0.9833,12,2026-08-01T14:27:55
-6.0,-0.0,0.0,0.0963,0.0564,-0.9874,12,2026-08-01T14:27:56
-6.5,-0.0,0.0,0.1086,0.0772,-0.9883,12,2026-08-01T14:27:57
-7.0,-0.0,0.0,0.1754,0.0810,-0.9847,12,2026-08-01T14:27:57
-7.5,-0.0,0.0,0.1738,0.0982,-0.9761,12,2026-08-01T14:27:58
-8.0,-0.0,0.0,0.1270,0.0714,-0.9702,12,2026-08-01T14:27:58
-8.5,-0.0,0.0,0.1390,0.0737,-0.9731,12,2026-08-01T14:27:59
-9.0,-0.0,0.0,0.1324,0.0885,-0.9757,12,2026-08-01T14:27:59
-9.5,-0.0,0.0,0.1674,0.0746,-0.9739,12,2026-08-01T14:28:00
-10.0,-0.0,0.0,0.1801,0.0841,-0.9784,12,2026-08-01T14:28:00
-10.5,-0.0,0.0,0.2060,0.0599,-0.9762,12,2026-08-01T14:28:01
-11.0,-0.0,0.0,0.1584,0.1046,-0.9822,12,2026-08-01T14:28:02
-11.5,-0.0,0.0,0.1881,0.0773,-0.9833,12,2026-08-01T14:28:02
-12.0,-0.0,0.0,0.1833,0.1116,-0.9717,12,2026-08-01T14:28:03
-0.5,-0.1,0.0,0.0369,-0.0068,-0.9984,12,2026-08-01T14:28:06
-1.0,-0.3,0.0,0.0263,-0.0042,-0.9825,12,2026-08-01T14:28:07
-1.4,-0.4,0.0,0.0361,0.0035,-0.9774,12,2026-08-01T14:28:08
-1.9,-0.5,0.0,0.0201,0.0001,-0.9874,12,2026-08-01T14:28:08
-2.4,-0.6,0.0,0.0590,-0.0127,-0.9821,12,2026-08-01T14:28:09
-2.9,-0.8,0.0,0.0722,0.0055,-0.9895,12,2026-08-01T14:28:09
-3.4,-0.9,0.0,0.0889,0.0465,-0.9851,12,2026-08-01T14:28:10
-3.9,-1.0,0.0,0.0520,0.0059,-0.9942,12,2026-08-01T14:28:10
-4.3,-1.2,0.0,0.1254,0.0240,-0.9800,12,2026-08-01T14:28:11
-4.8,-1.3,0.0,0.1075,0.0319,-0.9881,12,2026-08-01T14:28:11
-5.3,-1.4,0.0,0.1102,0.0002,-0.9699,12,2026-08-01T14:28:12
-5.8,-1.6,0.0,0.1744,0.0835,-0.9810,12,2026-08-01T14:28:13
-6.3,-1.7,0.0,0.1421,0.0192,-0.9751,12,2026-08-01T14:28:13
-6.8,-1.8,0.0,0.1337,0.0264,-1.0034,12,2026-08-01T14:28:14
-7.2,-1.9,0.0,0.1349,0.0304,-0.9888,12,2026-08-01T14:28:14
-7.7,-2.1,0.0,0.1249,0.0028,-0.9905,12,2026-08-01T14:28:15
-8.2,-2.2,0.0,0.1578,0.0336,-0.9830,12,2026-08-01T14:28:15
-8.7,-2.3,0.0,0.1607,0.0416,-0.9629,12,2026-08-01T14:28:16
-9.2,-2.5,0.0,0.1556,0.0116,-0.9726,12,2026-08-01T14:28:16
-9.7,-2.6,0.0,0.1864,0.0294,-0.9723,12,2026-08-01T14:28:17
-10.1,-2.7,0.0,0.2382,0.0278,-0.9757,12,2026-08-01T14:28:18
-10.6,-2.8,0.0,0.2480,0.0848,-0.9639,12,2026-08-01T14:28:18
-11.1,-3.0,0.0,0.2111,0.0336,-0.9736,12,2026-08-01T14:28:19
-0.4,-0.3,0.0,0.0644,0.0288,-0.9921,12,2026-08-01T14:28:22
-0.9,-0.5,0.0,0.0423,-0.0094,-0.9932,12,2026-08-01T14:28:23
-1.3,-0.8,0.0,0.0957,-0.0550,-0.9902,12,2026-08-01T14:28:23
-1.7,-1.0,0.0,0.1358,0.0251,-0.9891,12,2026-08-01T14:28:24
-2.2,-1.2,0.0,0.1344,-0.0203,-0.9874,12,2026-08-01T14:28:24
-2.6,-1.5,0.0,0.0105,-0.0319,-0.9923,12,2026-08-01T14:28:25
-3.0,-1.7,0.0,0.1481,-0.0053,-0.9859,12,2026-08-01T14:28:25
-3.5,-2.0,0.0,0.1392,-0.0211,-0.9917,12,2026-08-01T14:28:26
-3.9,-2.2,0.0,0.0938,-0.0169,-0.9929,12,2026-08-01T14:28:27
-4.3,-2.5,0.0,0.1211,-0.0084,-0.9792,12,2026-08-01T14:28:27
-4.8,-2.7,0.0,0.0988,0.0051,-0.9757,12,2026-08-01T14:28:28
-5.2,-3.0,0.0,0.1088,-0.0143,-0.9797,12,2026-08-01T14:28:28
-5.6,-3.2,0.0,0.1225,-0.0268,-0.9904,12,2026-08-01T14:28:29
-6.1,-3.5,0.0,0.0988,0.0077,-0.9837,12,2026-08-01T14:28:29
-6.5,-3.7,0.0,0.1396,0.0111,-0.9713,12,2026-08-01T14:28:30
-6.9,-4.0,0.0,0.1609,-0.0133,-0.9724,12,2026-08-01T14:28:30
-7.4,-4.3,0.0,0.1650,-0.0134,-0.9747,12,2026-08-01T14:28:31
-7.8,-4.5,0.0,0.1736,0.0282,-0.9810,12,2026-08-01T14:28:32
-8.2,-4.8,0.0,0.1865,-0.0068,-0.9774,12,2026-08-01T14:28:32
-8.7,-5.0,0.0,0.2133,-0.0061,-0.9738,12,2026-08-01T14:28:33
-9.1,-5.3,0.0,0.2817,-0.0824,-0.9971,12,2026-08-01T14:28:33
-9.5,-5.5,0.0,0.0953,0.0129,-0.9666,12,2026-08-01T14:28:34
-10.0,-5.8,0.0,0.2237,-0.0102,-0.9649,12,2026-08-01T14:28:35
-0.4,-0.4,0.0,0.0296,-0.0046,-0.9886,12,2026-08-01T14:28:38
-0.7,-0.7,0.0,-0.0297,0.0243,-0.9671,12,2026-08-01T14:28:38
-1.1,-1.1,0.0,0.0501,-0.0192,-0.9939,12,2026-08-01T14:28:39
-1.4,-1.4,0.0,0.0538,-0.0201,-0.9838,12,2026-08-01T14:28:39
-1.8,-1.8,0.0,0.0755,0.0025,-0.9845,12,2026-08-01T14:28:40
-2.1,-2.1,0.0,0.0631,-0.0396,-0.9934,12,2026-08-01T14:28:40
-2.5,-2.5,0.0,0.0785,-0.0273,-0.9846,12,2026-08-01T14:28:41
-2.8,-2.8,0.0,0.0806,-0.0118,-0.9914,12,2026-08-01T14:28:41
-3.2,-3.2,0.0,0.0936,-0.0469,-0.9976,12,2026-08-01T14:28:42
-3.5,-3.5,0.0,0.1041,-0.0028,-0.9885,12,2026-08-01T14:28:43
-3.9,-3.9,0.0,0.0995,-0.0435,-0.9905,12,2026-08-01T14:28:43
-4.2,-4.2,0.0,0.0550,-0.0673,-0.9998,12,2026-08-01T14:28:44
-4.6,-4.6,0.0,0.0273,-0.0457,-0.9763,12,2026-08-01T14:28:44
-4.9,-4.9,0.0,0.1424,-0.0357,-0.9775,12,2026-08-01T14:28:45
-5.3,-5.3,0.0,0.1162,-0.0426,-0.9814,12,2026-08-01T14:28:45
-5.7,-5.7,0.0,0.1303,-0.0481,-0.9868,12,2026-08-01T14:28:46
-6.0,-6.0,0.0,0.1635,-0.0730,-0.9898,12,2026-08-01T14:28:46
-6.4,-6.4,0.0,0.2202,-0.0532,-0.9835,12,2026-08-01T14:28:47
-6.7,-6.7,0.0,0.1611,-0.0444,-0.9712,12,2026-08-01T14:28:48
-7.1,-7.1,0.0,0.1750,-0.0531,-0.9722,12,2026-08-01T14:28:48
-7.4,-7.4,0.0,0.2040,-0.0752,-0.9834,12,2026-08-01T14:28:49
-7.8,-7.8,0.0,0.1934,-0.0605,-0.9641,12,2026-08-01T14:28:49
-8.1,-8.1,0.0,0.1942,-0.0580,-0.9725,12,2026-08-01T14:28:50
-0.2,-0.4,0.0,0.0267,-0.0057,-0.9937,12,2026-08-01T14:28:54
-0.5,-0.9,0.0,0.0262,-0.0284,-0.9854,12,2026-08-01T14:28:54
-0.7,-1.3,0.0,0.0432,-0.0582,-0.9878,12,2026-08-01T14:28:55
-1.0,-1.7,0.0,0.0490,0.0079,-0.9849,12,2026-08-01T14:28:55
-1.2,-2.2,0.0,0.0806,0.0003,-0.9745,12,2026-08-01T14:28:56
-1.5,-2.6,0.0,0.0549,-0.0367,-0.9939,12,2026-08-01T14:28:56
-1.7,-3.0,0.0,0.0404,0.0099,-0.9758,12,2026-08-01T14:28:57
-2.0,-3.5,0.0,0.1401,-0.0289,-0.9979,12,2026-08-01T14:28:57
-2.2,-3.9,0.0,0.0974,-0.0477,-0.9751,12,2026-08-01T14:28:58
-2.5,-4.3,0.0,0.1152,-0.0530,-0.9806,12,2026-08-01T14:28:59
-2.7,-4.8,0.0,0.0980,-0.0460,-0.9893,12,2026-08-01T14:28:59
-3.0,-5.2,0.0,0.0490,-0.0802,-0.9842,12,2026-08-01T14:29:00
-3.2,-5.6,0.0,0.1006,-0.0555,-0.9914,12,2026-08-01T14:29:00
-3.5,-6.1,0.0,0.1260,-0.0913,-0.9809,12,2026-08-01T14:29:01
-3.7,-6.5,0.0,0.1056,-0.0490,-1.0011,12,2026-08-01T14:29:01
-4.0,-6.9,0.0,0.1378,-0.0833,-0.9880,12,2026-08-01T14:29:02
-4.2,-7.4,0.0,0.1219,-0.1292,-0.9856,12,2026-08-01T14:29:02
-4.5,-7.8,0.0,0.0979,-0.1165,-0.9855,12,2026-08-01T14:29:03
-4.7,-8.2,0.0,0.1492,-0.0916,-0.9811,12,2026-08-01T14:29:04
-5.0,-8.7,0.0,0.1422,-0.0853,-0.9788,12,2026-08-01T14:29:04
-5.2,-9.1,0.0,0.1919,-0.1119,-0.9747,12,2026-08-01T14:29:05
-5.5,-9.5,0.0,0.1707,-0.1082,-0.9766,12,2026-08-01T14:29:05
-5.7,-10.0,0.0,0.1891,-0.1191,-0.9532,12,2026-08-01T14:29:06
-0.1,-0.5,0.0,0.0252,-0.0111,-0.9900,12,2026-08-01T14:29:09
-0.3,-1.0,0.0,-0.0377,-0.0111,-0.9775,12,2026-08-01T14:29:10
-0.4,-1.4,0.0,0.2620,-0.0353,-0.9994,12,2026-08-01T14:29:10
-0.5,-1.9,0.0,0.0601,-0.0329,-0.9879,12,2026-08-01T14:29:11
-0.6,-2.4,0.0,0.0340,-0.0262,-0.9983,12,2026-08-01T14:29:11
-0.8,-2.9,0.0,0.0789,-0.0320,-0.9954,12,2026-08-01T14:29:12
-0.9,-3.4,0.0,0.0748,-0.0471,-0.9863,12,2026-08-01T14:29:12
-1.0,-3.9,0.0,0.1089,-0.0368,-0.9886,12,2026-08-01T14:29:13
-1.2,-4.3,0.0,0.1428,-0.0609,-0.9889,12,2026-08-01T14:29:13
-1.3,-4.8,0.0,0.1001,-0.0756,-0.9911,12,2026-08-01T14:29:14
-1.4,-5.3,0.0,0.1021,-0.0823,-0.9832,12,2026-08-01T14:29:14
-1.6,-5.8,0.0,0.1227,-0.0900,-0.9847,12,2026-08-01T14:29:15
-1.7,-6.3,0.0,0.1082,-0.0683,-0.9745,12,2026-08-01T14:29:16
-1.8,-6.8,0.0,0.1104,-0.0846,-0.9799,12,2026-08-01T14:29:16
-1.9,-7.2,0.0,0.1368,-0.0958,-0.9836,12,2026-08-01T14:29:17
-2.1,-7.7,0.0,0.0979,-0.0933,-0.9867,12,2026-08-01T14:29:17
-2.2,-8.2,0.0,0.0695,-0.1090,-0.9736,12,2026-08-01T14:29:18
-2.3,-8.7,0.0,0.1092,-0.1088,-0.9817,12,2026-08-01T14:29:18
-2.5,-9.2,0.0,0.1091,-0.1144,-0.9795,12,2026-08-01T14:29:19
-2.6,-9.7,0.0,0.0422,-0.1217,-0.9582,12,2026-08-01T14:29:19
-2.7,-10.1,0.0,0.1292,-0.1293,-0.9715,12,2026-08-01T14:29:20
-2.8,-10.6,0.0,0.0852,-0.1372,-0.9625,12,2026-08-01T14:29:21
-3.0,-11.1,0.0,0.1391,-0.1251,-0.9688,12,2026-08-01T14:29:21
-3.1,-11.6,0.0,0.1699,-0.1403,-0.9747,12,2026-08-01T14:29:22
-3.2,-12.1,0.0,0.1506,-0.1508,-0.9743,12,2026-08-01T14:29:22
-3.4,-12.6,0.0,0.1431,-0.1574,-0.9709,12,2026-08-01T14:29:23
0.0,-0.5,0.0,0.0320,-0.0131,-0.9884,12,2026-08-01T14:29:26
0.0,-1.0,0.0,0.0321,-0.0300,-0.9937,12,2026-08-01T14:29:27
0.0,-1.5,0.0,0.0309,-0.0550,-0.9861,12,2026-08-01T14:29:27
0.0,-2.0,0.0,0.0235,-0.0405,-0.9848,12,2026-08-01T14:29:28
0.0,-2.5,0.0,0.0065,-0.0479,-0.9875,12,2026-08-01T14:29:28
0.0,-3.0,0.0,0.1277,-0.0157,-0.9825,12,2026-08-01T14:29:29
0.0,-3.5,0.0,0.0754,-0.0267,-0.9909,12,2026-08-01T14:29:29
0.0,-4.0,0.0,-0.2530,-0.1706,-0.9758,12,2026-08-01T14:29:30
0.0,-4.5,0.0,0.0810,-0.0526,-0.9845,12,2026-08-01T14:29:30
0.0,-5.0,0.0,0.0997,-0.0618,-0.9967,12,2026-08-01T14:29:31
0.0,-5.5,0.0,0.0732,-0.0982,-0.9886,12,2026-08-01T14:29:31
0.0,-6.0,0.0,0.0684,-0.1062,-0.9806,12,2026-08-01T14:29:32
0.0,-6.5,0.0,0.0682,-0.0920,-0.9831,12,2026-08-01T14:29:33
0.0,-7.0,0.0,0.1069,-0.1111,-0.9726,12,2026-08-01T14:29:33
0.0,-7.5,0.0,0.0886,-0.1151,-0.9792,12,2026-08-01T14:29:34
0.0,-8.0,0.0,0.0734,-0.1271,-0.9840,12,2026-08-01T14:29:34
0.0,-8.5,0.0,0.0458,-0.1490,-0.9878,12,2026-08-01T14:29:35
0.0,-9.0,0.0,0.1015,-0.1472,-0.9797,12,2026-08-01T14:29:35
0.0,-9.5,0.0,0.1193,-0.1370,-0.9684,12,2026-08-01T14:29:36
0.0,-10.0,0.0,0.0287,-0.1734,-0.9874,12,2026-08-01T14:29:36
0.0,-10.5,0.0,0.1027,-0.1892,-0.9821,12,2026-08-01T14:29:37
0.0,-11.0,0.0,0.0998,-0.1551,-0.9746,12,2026-08-01T14:29:37
0.0,-11.5,0.0,0.2666,-0.1102,-0.9529,12,2026-08-01T14:29:38
0.0,-12.0,0.0,0.0462,-0.1467,-0.9553,12,2026-08-01T14:29:39
0.0,-12.5,0.0,0.1409,-0.1769,-0.9669,12,2026-08-01T14:29:39
0.0,-13.0,0.0,0.1136,-0.1866,-0.9643,12,2026-08-01T14:29:40
0.0,-13.5,0.0,0.1513,-0.2155,-0.9630,12,2026-08-01T14:29:40
0.0,-14.0,0.0,0.1274,-0.2080,-0.9577,12,2026-08-01T14:29:41
0.0,-14.5,0.0,0.0816,-0.2194,-0.9534,12,2026-08-01T14:29:41
0.0,-15.0,0.0,0.1206,-0.2285,-0.9524,12,2026-08-01T14:29:42
0.0,-15.5,0.0,0.1200,-0.2131,-0.9558,12,2026-08-01T14:29:43
0.0,-16.0,0.0,0.0599,-0.2869,-0.9562,12,2026-08-01T14:29:43
0.0,-16.5,0.0,0.1628,-0.2673,-0.9041,12,2026-08-01T14:29:44
0.1,-0.5,0.0,0.0035,-0.0021,-0.9934,12,2026-08-01T14:29:47
0.3,-1.0,0.0,-0.0452,0.0184,-1.0031,12,2026-08-01T14:29:48
0.4,-1.4,0.0,0.0139,-0.0159,-0.9876,12,2026-08-01T14:29:49
0.5,-1.9,0.0,-0.0209,0.0007,-0.9894,12,2026-08-01T14:29:49
0.6,-2.4,0.0,-0.0296,-0.0247,-0.9909,12,2026-08-01T14:29:50
0.8,-2.9,0.0,-0.0364,-0.0181,-0.9943,12,2026-08-01T14:29:50
0.9,-3.4,0.0,0.0298,-0.0437,-0.9904,12,2026-08-01T14:29:51
1.0,-3.9,0.0,0.0774,-0.0154,-0.9899,12,2026-08-01T14:29:51
1.2,-4.3,0.0,0.0278,-0.0653,-0.9875,12,2026-08-01T14:29:52
1.3,-4.8,0.0,0.0239,-0.0750,-0.9815,12,2026-08-01T14:29:52
1.4,-5.3,0.0,0.0257,-0.0925,-0.9842,12,2026-08-01T14:29:53
1.6,-5.8,0.0,0.0214,-0.0778,-0.9895,12,2026-08-01T14:29:54
1.7,-6.3,0.0,0.0184,-0.0938,-0.9885,12,2026-08-01T14:29:54
1.8,-6.8,0.0,0.0307,-0.1068,-0.9790,12,2026-08-01T14:29:55
1.9,-7.2,0.0,-0.4092,0.0336,-0.9357,12,2026-08-01T14:29:55
2.1,-7.7,0.0,-0.0826,-0.2000,-0.9897,12,2026-08-01T14:29:56
2.2,-8.2,0.0,-0.0337,-0.1105,-0.9738,12,2026-08-01T14:29:56
2.3,-8.7,0.0,0.1211,-0.0986,-0.9956,12,2026-08-01T14:29:57
2.5,-9.2,0.0,0.0513,-0.1414,-0.9681,12,2026-08-01T14:29:57
2.6,-9.7,0.0,0.1214,0.0695,-0.9943,12,2026-08-01T14:29:58
2.7,-10.1,0.0,0.0558,-0.2163,-0.9781,12,2026-08-01T14:29:59
2.8,-10.6,0.0,0.1216,-0.1727,-0.9902,12,2026-08-01T14:29:59
3.0,-11.1,0.0,0.0588,-0.2119,-0.9813,12,2026-08-01T14:30:00
3.1,-11.6,0.0,0.0644,-0.1758,-0.9745,12,2026-08-01T14:30:00
3.2,-12.1,0.0,0.0972,-0.1353,-0.9442,12,2026-08-01T14:30:01
3.4,-12.6,0.0,0.0455,-0.2069,-0.9599,12,2026-08-01T14:30:01
0.2,-0.4,0.0,-0.0031,0.0012,-0.9896,12,2026-08-01T14:30:05
0.5,-0.9,0.0,0.0093,-0.0070,-0.9919,12,2026-08-01T14:30:05
0.7,-1.3,0.0,-0.0016,-0.0273,-0.9905,12,2026-08-01T14:30:06
1.0,-1.7,0.0,0.0393,-0.0144,-0.9917,12,2026-08-01T14:30:06
1.2,-2.2,0.0,0.0096,-0.0459,-0.9847,12,2026-08-01T14:30:07
1.5,-2.6,0.0,0.0209,-0.0313,-0.9935,12,2026-08-01T14:30:07
1.7,-3.0,0.0,0.0072,-0.0476,-0.9936,12,2026-08-01T14:30:08
2.0,-3.5,0.0,0.0317,-0.0596,-0.9865,12,2026-08-01T14:30:09
2.2,-3.9,0.0,0.0073,-0.1111,-0.9909,12,2026-08-01T14:30:09
2.5,-4.3,0.0,-0.0179,-0.0587,-0.9898,12,2026-08-01T14:30:10
2.7,-4.8,0.0,0.0215,-0.0691,-0.9838,12,2026-08-01T14:30:10
3.0,-5.2,0.0,0.0583,-0.0869,-0.9881,12,2026-08-01T14:30:11
3.2,-5.6,0.0,0.0120,-0.1001,-0.9854,12,2026-08-01T14:30:11
3.5,-6.1,0.0,0.0001,-0.1029,-0.9711,12,2026-08-01T14:30:12
3.7,-6.5,0.0,0.0148,-0.1128,-0.9884,12,2026-08-01T14:30:12
4.0,-6.9,0.0,0.0271,-0.1258,-0.9781,12,2026-08-01T14:30:13
4.2,-7.4,0.0,0.0045,-0.1144,-0.9719,12,2026-08-01T14:30:14
4.5,-7.8,0.0,0.0024,-0.1427,-0.9858,12,2026-08-01T14:30:14
4.7,-8.2,0.0,0.0036,-0.1463,-0.9773,12,2026-08-01T14:30:15
5.0,-8.7,0.0,-0.0015,-0.1594,-0.9683,12,2026-08-01T14:30:15
5.2,-9.1,0.0,0.0046,-0.1584,-0.9771,12,2026-08-01T14:30:16
5.5,-9.5,0.0,0.0046,-0.1902,-0.9777,12,2026-08-01T14:30:16
5.7,-10.0,0.0,0.0048,-0.1799,-0.9731,12,2026-08-01T14:30:17
0.4,-0.4,0.0,-0.0086,-0.0138,-0.9816,12,2026-08-01T14:30:20
0.7,-0.7,0.0,0.0189,0.0184,-0.9918,12,2026-08-01T14:30:21
1.1,-1.1,0.0,-0.0161,-0.0469,-1.0014,12,2026-08-01T14:30:21
1.4,-1.4,0.0,0.0169,-0.0445,-0.9864,12,2026-08-01T14:30:22
1.8,-1.8,0.0,-0.0123,-0.0438,-0.9815,12,2026-08-01T14:30:22
2.1,-2.1,0.0,-0.0037,-0.0599,-0.9988,12,2026-08-01T14:30:23
2.5,-2.5,0.0,-0.0634,-0.0439,-0.9896,12,2026-08-01T14:30:23
2.8,-2.8,0.0,-0.0339,-0.0566,-0.9882,12,2026-08-01T14:30:24
3.2,-3.2,0.0,-0.0156,-0.0519,-0.9950,12,2026-08-01T14:30:25
3.5,-3.5,0.0,-0.0314,-0.0855,-0.9882,12,2026-08-01T14:30:25
3.9,-3.9,0.0,-0.0710,-0.1139,-0.9891,12,2026-08-01T14:30:26
4.2,-4.2,0.0,-0.0380,-0.0819,-0.9839,12,2026-08-01T14:30:26
4.6,-4.6,0.0,-0.0376,-0.1079,-0.9725,12,2026-08-01T14:30:27
4.9,-4.9,0.0,-0.0400,-0.1145,-0.9746,12,2026-08-01T14:30:27
5.3,-5.3,0.0,-0.0644,-0.1080,-0.9820,12,2026-08-01T14:30:28
5.7,-5.7,0.0,-0.0775,-0.1212,-0.9689,12,2026-08-01T14:30:29
6.0,-6.0,0.0,-0.0718,-0.1259,-0.9858,12,2026-08-01T14:30:29
6.4,-6.4,0.0,-0.0430,-0.1335,-0.9772,12,2026-08-01T14:30:30
6.7,-6.7,0.0,-0.0269,-0.1469,-0.9761,12,2026-08-01T14:30:30
7.1,-7.1,0.0,-0.0385,-0.1513,-0.9810,12,2026-08-01T14:30:31
7.4,-7.4,0.0,-0.0811,-0.1671,-0.9742,12,2026-08-01T14:30:31
7.8,-7.8,0.0,-0.1406,-0.1731,-0.9761,12,2026-08-01T14:30:32
8.1,-8.1,0.0,-0.0410,-0.1812,-0.9737,12,2026-08-01T14:30:33
0.4,-0.3,0.0,-0.0123,-0.0166,-0.9898,12,2026-08-01T14:30:36
0.9,-0.5,0.0,-0.0760,-0.0159,-0.9875,12,2026-08-01T14:30:37
1.3,-0.8,0.0,-0.0123,-0.0533,-0.9806,12,2026-08-01T14:30:38
1.7,-1.0,0.0,-0.0271,-0.0270,-0.9919,12,2026-08-01T14:30:38
2.2,-1.3,0.0,-0.0316,-0.0365,-0.9882,12,2026-08-01T14:30:39
2.6,-1.5,0.0,0.0190,-0.0442,-0.9947,12,2026-08-01T14:30:39
3.0,-1.8,0.0,-0.0062,-0.0420,-0.9896,12,2026-08-01T14:30:40
3.5,-2.0,0.0,-0.0388,-0.0348,-0.9881,12,2026-08-01T14:30:40
3.9,-2.3,0.0,-0.1125,-0.0728,-0.9856,12,2026-08-01T14:30:41
4.3,-2.5,0.0,0.0017,-0.0642,-0.9880,12,2026-08-01T14:30:41
4.8,-2.8,0.0,-0.0542,-0.0621,-0.9798,12,2026-08-01T14:30:42
5.2,-3.0,0.0,-0.0633,-0.0779,-0.9837,12,2026-08-01T14:30:43
5.6,-3.3,0.0,-0.0365,-0.1069,-0.9966,12,2026-08-01T14:30:43
6.1,-3.5,0.0,-0.0766,-0.1455,-1.0012,12,2026-08-01T14:30:44
6.5,-3.8,0.0,-0.0061,-0.0907,-0.9824,12,2026-08-01T14:30:44
6.9,-4.0,0.0,-0.0990,-0.1090,-0.9822,12,2026-08-01T14:30:45
7.4,-4.3,0.0,-0.0836,-0.1329,-0.9772,12,2026-08-01T14:30:45
7.8,-4.5,0.0,-0.1209,-0.1195,-0.9842,12,2026-08-01T14:30:46
8.2,-4.8,0.0,-0.0847,-0.1292,-0.9783,12,2026-08-01T14:30:46
8.7,-5.0,0.0,-0.1089,-0.1388,-0.9696,12,2026-08-01T14:30:47
9.1,-5.3,0.0,-0.0986,-0.1533,-0.9684,12,2026-08-01T14:30:48
9.5,-5.5,0.0,-0.0804,-0.1493,-0.9821,12,2026-08-01T14:30:48
10.0,-5.8,0.0,-0.1413,-0.1479,-0.9918,12,2026-08-01T14:30:49
0.5,-0.1,0.0,-0.0067,-0.0066,-0.9933,12,2026-08-01T14:30:52
1.0,-0.3,0.0,-0.0066,-0.0160,-0.9867,12,2026-08-01T14:30:53
1.4,-0.4,0.0,-0.0399,-0.0081,-0.9942,12,2026-08-01T14:30:53
1.9,-0.5,0.0,-0.0679,-0.0280,-0.9745,12,2026-08-01T14:30:54
2.4,-0.6,0.0,-0.0597,-0.0326,-0.9888,12,2026-08-01T14:30:54
2.9,-0.8,0.0,-0.1274,0.0049,-0.9795,12,2026-08-01T14:30:55
3.4,-0.9,0.0,-0.0563,-0.0345,-0.9861,12,2026-08-01T14:30:55
3.9,-1.0,0.0,-0.0950,-0.0089,-0.9823,12,2026-08-01T14:30:56
4.3,-1.2,0.0,-0.0910,-0.0585,-0.9871,12,2026-08-01T14:30:56
4.8,-1.3,0.0,-0.1168,-0.0806,-0.9916,12,2026-08-01T14:30:57
5.3,-1.4,0.0,-0.0774,-0.0632,-0.9832,12,2026-08-01T14:30:58
5.8,-1.6,0.0,-0.0647,-0.0637,-0.9800,12,2026-08-01T14:30:58
6.3,-1.7,0.0,-0.0865,-0.0818,-0.9783,12,2026-08-01T14:30:59
6.8,-1.8,0.0,-0.1407,-0.0777,-0.9816,12,2026-08-01T14:30:59
7.2,-1.9,0.0,-0.1000,-0.0723,-0.9803,12,2026-08-01T14:31:00
7.7,-2.1,0.0,-0.0514,-0.0991,-0.9884,12,2026-08-01T14:31:00
8.2,-2.2,0.0,0.0043,-0.1125,-0.9821,12,2026-08-01T14:31:01
8.7,-2.3,0.0,-0.1112,-0.0968,-0.9718,12,2026-08-01T14:31:01
9.2,-2.5,0.0,-0.1252,-0.0503,-0.9777,12,2026-08-01T14:31:02
9.7,-2.6,0.0,-0.0994,-0.1151,-0.9799,12,2026-08-01T14:31:03
10.1,-2.7,0.0,-0.1347,-0.0978,-0.9791,12,2026-08-01T14:31:03
10.6,-2.8,0.0,-0.1031,-0.1141,-0.9802,12,2026-08-01T14:31:04
11.1,-3.0,0.0,-0.1459,-0.1384,-0.9620,12,2026-08-01T14:31:04
