raster_number,x_mm,y_mm,charge_v,timestamp
1,117.5528428726794,15.021222378142381,7882.0185572554765,1784494364.6090863
1,117.82560711420942,15.130768010011973,8237.989412809651,1784494364.6182194
1,118.43516338385943,15.3755736573517,6195.150501537604,1784494364.6288447
1,119.13126590131199,15.655137392292245,9161.26808633375,1784494364.6371584
1,120.30005064616992,16.124536396636863,6349.583162312794,1784494364.647776
1,121.69753220468289,16.68578298634632,7742.335083183537,1784494364.6578393
1,123.49784190815593,17.408810546416785,8158.119249520436,1784494364.6685677
1,125.62424791145627,18.26280257974275,6180.860632067329,1784494364.6793227
1,127.41616835908174,18.982460906633737,9132.790417889415,1784494364.6873286
1,130.21430157840578,20.106227239957988,6461.29932042148,1784494364.698498
1,133.15017369254386,21.285311287146726,7655.3199851591835,1784494364.709142
1,135.57152162100317,22.257755795676704,8164.039338300978,1784494364.7178397
1,138.52730373492764,23.444835955167008,6132.530252108936,1784494364.7284572
1,141.4601872157193,24.622719728718245,8848.881332663916,1784494364.7389925
1,143.72376688053595,25.531802470937663,5937.116287102922,1784494364.7471235
1,147.03809512832564,26.86287937489985,7138.332921823872,1784494364.759029
1,150.00436415249644,28.05417121258833,7785.612973579228,1784494364.769684
1,152.2226111609951,28.94504777626752,5721.186152357443,1784494364.7776523
1,155.17447727678956,30.130555220481284,8226.200270496674,1784494364.7882557
1,158.15468459938904,31.32744485830658,5692.70848391311,1784494364.798961
1,160.49519039696207,32.267422126043016,6870.0406225194565,1784494364.8073683
1,163.52424813691155,33.483930720538304,7391.161540951525,1784494364.818249
1,166.2907013238215,34.59497394489128,5442.941979671945,1784494364.8282003
1,169.0598093965003,35.70708340555683,8254.67793894101,1784494364.8388982
1,171.5663936441241,36.71375991747824,5988.457746699696,1784494364.8498583
1,173.24042991735354,37.38607444190009,6953.279112183809,1784494364.8581495
1,175.19925116547577,38.1727622795048,7828.533617238161,1784494364.869358
1,176.41644532858356,38.661603129601914,5748.592080591508,1784494364.8775997
1,177.7187790350187,39.18463711666803,8318.88028106103,1784494364.888339
1,178.72281737401747,39.58787184292818,5953.906883730496,1784494364.899378
1,179.24897788853085,39.7991846810916,6977.520855035169,1784494364.9075768
1,179.65749216335723,39.963249274429,7582.900968093752,1784494364.918422
1,179.73929961821722,40.0,5590.229705711994,1784494364.929073
1,179.5759067700153,40.0,8467.392853055677,1784494364.9372723
1,179.04974374347913,40.0,5978.658979062936,1784494364.948121
1,178.16645404261828,40.0,7200.289713027137,1784494364.9590113
1,177.22460443283543,40.0,7726.514156270018,1784494364.9675536
1,175.54163657656449,40.0,5305.963373749737,1784494364.9794915
1,174.19179187263583,40.0,7825.675643344104,1784494364.9873972
1,172.0546522360883,40.0,5124.584101973457,1784494364.998151
1,169.60936608763927,40.0,6012.648454302948,1784494365.0087478
1,166.78561536127503,40.0,6672.125930356146,1784494365.0194938
1,164.46162636632914,40.0,4769.276704644688,1784494365.027488
1,161.2876790320396,40.0,7195.798611193622,1784494365.0380678
1,158.27645237798686,40.0,5331.940315036772,1784494365.0481052
1,155.04199440832133,40.0,6109.921637197035,1784494365.0588868
1,151.79151471014018,40.0,6747.198780323198,1784494365.0697217
1,149.4041341101646,40.0,4849.146867933904,1784494365.0776796
1,146.2045090949058,40.0,7241.424123002285,1784494365.088345
1,142.93435986394877,40.0,5280.292643951348,1784494365.0992455
1,140.52223141546244,40.0,6078.432889114321,1784494365.107286
1,137.5668662344932,40.0,6075.932161957024,1784494365.1171372
1,134.339489296627,40.0,4022.1717075898387,1784494365.127895
1,131.10217030401225,40.0,6028.214204975927,1784494365.1386862
1,127.88173134679788,40.0,4323.126565683455,1784494365.149421
1,125.4659550940513,40.0,4897.477247892299,1784494365.1574736
1,122.17234547491067,40.0,5439.216406560053,1784494365.1684523
1,118.96785672063821,40.0,3922.142621297913,1784494365.179134
1,115.93474324102395,40.0,5825.2980584980205,1784494365.1892443
1,113.47390587682717,40.0,4333.180509560755,1784494365.197447
1,110.25868828649514,40.0,4967.446573048539,1784494365.2081645
1,107.0131438529014,40.0,5614.981801044434,1784494365.218983
1,103.47548897619241,40.0,4067.848254646612,1784494365.230775
1,101.37521202917092,40.0,6121.251462277039,1784494365.237776
1,98.15720494146342,40.0,4551.458265719209,1784494365.2485027
1,95.4202073370933,40.0,5158.063224732387,1784494365.257626
1,91.95164616460795,40.0,5842.752113350998,1784494365.269188
1,89.54917366857524,40.0,4215.748403663959,1784494365.2771962
1,86.32072384710307,40.0,6114.15756279001,1784494365.2879577
1,83.07582314367289,40.0,4695.020418647365,1784494365.298774
1,79.85638554449076,40.0,4998.884285883144,1784494365.3095055
1,77.4577754294395,40.0,5648.460923803365,1784494365.3175008
1,74.23104222173686,40.0,4019.160627951459,1784494365.3282566
1,71.13634522314067,40.0,6036.737091409985,1784494365.3385723
1,67.76566953484304,40.0,4409.325099738079,1784494365.3501828
1,65.56522633288746,40.0,4876.348655175535,1784494365.3586009
1,63.06688686297008,40.0,5771.5069069920555,1784494365.369339
1,61.39184034328197,40.0,3966.2370756633336,1784494365.3775399
1,59.50433367092036,40.0,5891.950092527233,1784494365.3882735
1,57.92889835271731,40.0,4484.755196441889,1784494365.399271
1,57.01734956442928,40.0,5092.125684176691,1784494365.4072077
1,56.06969283528768,40.0,5766.301311685028,1784494365.4181612
1,55.48223509472574,40.0,4118.934538002845,1784494365.4291074
1,55.27927247551327,40.0,6186.4745093592255,1784494365.437182
1,55.21053998330477,40.05505063771528,4627.602855896531,1784494365.4482722
1,54.977196787917094,40.37254165135912,5210.629530283758,1784494365.4590797
1,54.66020402389523,40.80384779594095,6027.142464765656,1784494365.4673123
1,54.034535106933404,41.65514435216419,4221.566421948285,1784494365.4785287
1,53.22593976276931,42.755333946378975,6231.691739183024,1784494365.489269
1,52.46036313167791,43.79699149385284,4576.159325803541,1784494365.4975722
1,51.29319470565792,45.385062172556445,5088.604252057229,1784494365.508272
1,49.90059195492295,47.27986291101155,6073.380399551618,1784494365.5191317
1,48.728396461201996,48.87477350984816,4588.7650320862485,1784494365.5272124
1,46.96945876600446,51.268016264824674,7025.851234993563,1784494365.5380774
1,45.315849611386184,53.51794708366961,5225.991139964302,1784494365.5474763
1,43.55845607465972,55.90908882842641,5723.99309100339,1784494365.5582168
1,41.969130845307575,58.07155376441224,6644.515861129649,1784494365.569231
1,40.93524598710095,59.47827638633266,4657.458476039786,1784494365.5773528
1,39.72711856149827,61.1220766279821,6850.085840509179,1784494365.5883
1,38.734502317801905,62.472648419231106,5133.515270392378,1784494365.5992153
1,38.11492652858861,63.31565455454908,5701.94586382068,1784494365.6076126
1,37.44000392019573,64.23396658294911,6688.304104006421,1784494365.619768
1,37.12887782214947,64.65729043465024,4828.069310465248,1784494365.6281042
1,36.90926987346246,64.95609302075968,7121.287148955757,1784494365.6389158
1,36.88670231917783,65.0,5312.8020969962245,1784494365.6474862
1,37.139271195345984,65.0,5862.298613376411,1784494365.658166
1,37.75316081908976,65.0,7062.749719375738,1784494365.6691113
1,38.70406567642482,65.0,4659.193674475461,1784494365.6798434
1,39.6299675380228,65.0,6806.961055857813,1784494365.6877835
1,41.27749048805687,65.0,5143.109897036707,1784494365.6991062
1,43.20309050232075,65.0,5659.229361154179,1784494365.7098844
1,44.90630886753176,65.0,6836.459429264309,1784494365.7181063
1,47.46068179248748,65.0,4814.95325170146,1784494365.7289417
1,50.33514041344129,65.0,7067.598067946009,1784494365.739664
1,52.77019989877815,65.0,5283.201653093511,1784494365.7479203
1,55.93706620126838,65.0,5713.326724148793,1784494365.7584765
1,58.759393815098946,65.0,6590.928850616118,1784494365.7678843
1,62.03855526834602,65.0,4572.944105172729,1784494365.7788148
1,65.23553383737678,65.0,6840.287072872418,1784494365.7894714
1,67.69401085764045,65.0,5058.544490921544,1784494365.7976663
1,70.92539322763557,65.0,5597.374640447131,1784494365.8084376
1,74.19561398416633,65.0,6522.133336166365,1784494365.8193383
1,76.61897194772834,65.0,4561.716350588941,1784494365.8274162
1,79.58249104410285,65.0,6823.7006172372785,1784494365.8372946
1,82.89577019601936,65.0,5160.666022385903,1784494365.8483388
1,86.1046935358631,65.0,5407.472482236796,1784494365.8590353
1,88.60901844888801,65.0,6380.816734154965,1784494365.867383
1,92.24208844095344,65.0,4410.039593211593,1784494365.8794932
1,95.1169873514759,65.0,6622.0603519620745,1784494365.8890762
1,97.56924164682502,65.0,5006.539573099363,1784494365.8972504
1,100.91520798593635,65.0,5502.908396198991,1784494365.9084036
1,104.16776192575568,65.0,6479.978221229052,1784494365.9192455
1,106.59412396341438,65.0,4506.649317880275,1784494365.9273334
1,109.81434834390754,65.0,6711.116859910753,1784494365.9380674
1,113.06668770700568,65.0,5078.1420261950625,1784494365.9489086
1,116.39098179727668,65.0,5599.313979875241,1784494365.9599895
1,118.87814057260627,65.0,6710.096154948589,1784494365.96828
1,121.66205895334357,65.0,4665.164798504113,1784494365.9775598
1,124.87634671121711,65.0,7020.390463445993,1784494365.988274
1,128.13040268808479,65.0,5359.805560503807,1784494365.999121
1,130.5934573450672,65.0,5716.797121020145,1784494366.0073311
1,133.8423634806263,65.0,7014.317268921126,1784494366.0181608
1,137.05207360178107,65.0,4865.427112080397,1784494366.0288599
1,140.25291455179328,65.0,6979.153982974627,1784494366.0395293
1,143.31914437204475,65.0,5092.738107153987,1784494366.04975
1,145.70395005136604,65.0,5381.495540949762,1784494366.0576994
1,149.00857460886115,65.0,6406.895745938218,1784494366.0687149
1,152.21528065591926,65.0,4489.195263027295,1784494366.0794039
1,154.628625039159,65.0,6608.28083497288,1784494366.0874484
1,157.83969414621467,65.0,4962.904435966916,1784494366.098152
1,161.09868538766975,65.0,5246.915591688634,1784494366.1090152
