raster_number,x_mm,y_mm,charge_v,timestamp,image_path
1,117.52213791306426,15.008890870963489,14045.392365529466,1784563731.2146688,raster_data/images/session_20260720_090735/raster_0001.jpg
1,117.78955106576666,15.116287436652259,20056.01767621583,1784563731.2251036,raster_data/images/session_20260720_090735/raster_0001.jpg
1,118.18294870886734,15.274280996026981,16558.061770884913,1784563731.2328312,raster_data/images/session_20260720_090735/raster_0001.jpg
1,118.9768901659938,15.593138109043435,16095.070000048,1784563731.2432542,raster_data/images/session_20260720_090735/raster_0001.jpg
1,120.1114764906864,16.048802587465822,20393.768948195404,1784563731.2539952,raster_data/images/session_20260720_090735/raster_0001.jpg
1,121.64477608526893,16.664595449432493,14017.476084814318,1784563731.265249,raster_data/images/session_20260720_090735/raster_0001.jpg
1,123.02539620582333,17.21907026852774,20077.04419843638,1784563731.2736852,raster_data/images/session_20260720_090735/raster_0001.jpg
1,125.22785517283201,18.103606151436974,16567.65639752924,1784563731.2851915,raster_data/images/session_20260720_090735/raster_0001.jpg
1,128.02840546225417,19.228343211238002,16045.974091367983,1784563731.297651,raster_data/images/session_20260720_090735/raster_0001.jpg
1,129.93897962619343,19.995654398541912,20431.177785058662,1784563731.3052135,raster_data/images/session_20260720_090735/raster_0001.jpg
1,132.33703991135488,20.95874628964115,14017.374014318102,1784563731.313977,raster_data/images/session_20260720_090735/raster_0001.jpg
1,135.4053903783033,22.191035349284046,20030.55108740988,1784563731.3249989,raster_data/images/session_20260720_090735/raster_0001.jpg
1,137.8764515711582,23.183445344968682,16603.12589496439,1784563731.3338752,raster_data/images/session_20260720_090735/raster_0001.jpg
1,140.94911627333457,24.41746705703488,16047.709289803657,1784563731.3449125,raster_data/images/session_20260720_090735/raster_0001.jpg
1,143.95945686967985,25.62645860563216,20395.146899894327,1784563731.355726,raster_data/images/session_20260720_090735/raster_0001.jpg
1,146.17305777870226,26.515469235932407,14047.229634461359,1784563731.3636775,raster_data/images/session_20260720_090735/raster_0001.jpg
1,149.1878453559748,27.726246749335242,20037.338775408258,1784563731.374507,raster_data/images/session_20260720_090735/raster_0001.jpg
1,152.09212213856281,28.89264170451044,16574.69926176816,1784563731.3849394,raster_data/images/session_20260720_090735/raster_0001.jpg
1,154.44729633591075,29.838509990486095,16058.324621410147,1784563731.3933995,raster_data/images/session_20260720_090735/raster_0001.jpg
1,157.44031361849468,31.040544273199043,20420.358312459743,1784563731.4041507,raster_data/images/session_20260720_090735/raster_0001.jpg
1,160.0883248285441,32.10401967443015,14002.420686622423,1784563731.4136627,raster_data/images/session_20260720_090735/raster_0001.jpg
1,163.09879817058868,33.31306453540968,20058.263227132593,1784563731.4244766,raster_data/images/session_20260720_090735/raster_0001.jpg
1,166.06229444703038,34.503242801904605,16601.543802273034,1784563731.4351254,raster_data/images/session_20260720_090735/raster_0001.jpg
1,168.14314060373135,35.338937414147765,16004.839681392832,1784563731.4429739,raster_data/images/session_20260720_090735/raster_0001.jpg
1,170.7297197502212,36.37774090757329,20446.13111275434,1784563731.4537897,raster_data/images/session_20260720_090735/raster_0001.jpg
1,172.97619556836528,37.27995452471738,14029.061086134865,1784563731.4645312,raster_data/images/session_20260720_090735/raster_0001.jpg
1,174.8751516659355,38.04259974695798,20006.156238814194,1784563731.4751127,raster_data/images/session_20260720_090735/raster_0001.jpg
1,176.3571743464534,38.63779913992731,16605.626622121687,1784563731.4849224,raster_data/images/session_20260720_090735/raster_0001.jpg
1,177.39922380339203,39.05629962063328,16015.863294984187,1784563731.493199,raster_data/images/session_20260720_090735/raster_0001.jpg
1,178.4686715599554,39.48580361128508,20379.68321971756,1784563731.5039575,raster_data/images/session_20260720_090735/raster_0001.jpg
1,179.22611642486467,39.790003222889,13984.456279288363,1784563731.5149043,raster_data/images/session_20260720_090735/raster_0001.jpg
1,179.64813742212218,39.95949228988505,19970.48260038661,1784563731.5257735,raster_data/images/session_20260720_090735/raster_0001.jpg
1,179.74850119179433,39.99979967220129,16523.4598726676,1784563731.5336874,raster_data/images/session_20260720_090735/raster_0001.jpg
1,179.59140948602135,40.0,15914.25211600091,1784563731.5445359,raster_data/images/session_20260720_090735/raster_0001.jpg
1,179.1383661586435,40.0,20344.928215755932,1784563731.5544624,raster_data/images/session_20260720_090735/raster_0001.jpg
1,178.48427542916295,40.0,13886.97895540184,1784563731.563323,raster_data/images/session_20260720_090735/raster_0001.jpg
1,177.38170334269006,40.0,19846.517982731977,1784563731.5740125,raster_data/images/session_20260720_090735/raster_0001.jpg
1,175.8824159879805,40.0,16550.355448420585,1784563731.5850573,raster_data/images/session_20260720_090735/raster_0001.jpg
1,174.49287083255572,40.0,15856.83746187927,1784563731.5934813,raster_data/images/session_20260720_090735/raster_0001.jpg
1,172.2084289492273,40.0,20311.449092996998,1784563731.6051877,raster_data/images/session_20260720_090735/raster_0001.jpg
1,170.42762315347255,40.0,13927.654048144019,1784563731.6131165,raster_data/images/session_20260720_090735/raster_0001.jpg
1,167.76196921923923,40.0,19886.070300015774,1784563731.6236804,raster_data/images/session_20260720_090735/raster_0001.jpg
1,164.7696084035076,40.0,16527.899939253013,1784563731.6342173,raster_data/images/session_20260720_090735/raster_0001.jpg
1,161.52378495092387,40.0,15894.297333990633,1784563731.6450367,raster_data/images/session_20260720_090735/raster_0001.jpg
1,159.14741928930277,40.0,20330.536275789436,1784563731.652958,raster_data/images/session_20260720_090735/raster_0001.jpg
1,155.8794873511314,40.0,13899.176379699687,1784563731.663851,raster_data/images/session_20260720_090735/raster_0001.jpg
1,152.1653073584556,40.0,19896.634596374155,1784563731.6762316,raster_data/images/session_20260720_090735/raster_0001.jpg
1,149.47136814947123,40.0,16537.851812634097,1784563731.6852114,raster_data/images/session_20260720_090735/raster_0001.jpg
1,146.41844208593363,40.0,15834.841269944665,1784563731.6953878,raster_data/images/session_20260720_090735/raster_0001.jpg
1,144.01253636236186,40.0,20441.282764184074,1784563731.7034075,raster_data/images/session_20260720_090735/raster_0001.jpg
1,140.78265602941508,40.0,13807.210862608843,1784563731.7141738,raster_data/images/session_20260720_090735/raster_0001.jpg
1,137.55871231908793,40.0,19881.06884570118,1784563731.7249203,raster_data/images/session_20260720_090735/raster_0001.jpg
1,134.28956444616313,40.0,16624.254487681155,1784563731.7358174,raster_data/images/session_20260720_090735/raster_0001.jpg
1,131.83373387212748,40.0,15915.170750466856,1784563731.7440035,raster_data/images/session_20260720_090735/raster_0001.jpg
1,128.39013512487406,40.0,20400.70974193811,1784563731.7554822,raster_data/images/session_20260720_090735/raster_0001.jpg
1,125.79447205419534,40.0,14029.877650104594,1784563731.7641344,raster_data/images/session_20260720_090735/raster_0001.jpg
1,122.4322694098472,40.0,19954.81477921742,1784563731.7753417,raster_data/images/session_20260720_090735/raster_0001.jpg
1,120.07385666723245,40.0,16667.02202559576,1784563731.7832031,raster_data/images/session_20260720_090735/raster_0001.jpg
1,116.77531178350442,40.0,15974.677849760932,1784563731.7941983,raster_data/images/session_20260720_090735/raster_0001.jpg
1,113.52075512762063,40.0,20500.228475748954,1784563731.8050468,raster_data/images/session_20260720_090735/raster_0001.jpg
1,111.06242115850442,40.0,14038.655712779191,1784563731.8132412,raster_data/images/session_20260720_090735/raster_0001.jpg
1,107.64378483648294,40.0,20034.83804825096,1784563731.8246367,raster_data/images/session_20260720_090735/raster_0001.jpg
1,104.58756859655374,40.0,16751.842607951465,1784563731.834824,raster_data/images/session_20260720_090735/raster_0001.jpg
1,100.27193005437846,40.0,16004.482434656078,1784563731.8492095,raster_data/images/session_20260720_090735/raster_0001.jpg
1,98.6703294074058,40.0,20541.413920972213,1784563731.8545482,raster_data/images/session_20260720_090735/raster_0001.jpg
1,94.90930016393656,40.0,14136.235107161927,1784563731.867085,raster_data/images/session_20260720_090735/raster_0001.jpg
1,92.61554653997416,40.0,20049.17895296934,1784563731.8747308,raster_data/images/session_20260720_090735/raster_0001.jpg
1,89.91853173131938,40.0,16788.536951341208,1784563731.8837209,raster_data/images/session_20260720_090735/raster_0001.jpg
1,86.63400586004252,40.0,16056.07907049339,1784563731.8946693,raster_data/images/session_20260720_090735/raster_0001.jpg
1,83.96152432317729,40.0,20577.597911880875,1784563731.9035776,raster_data/images/session_20260720_090735/raster_0001.jpg
1,80.38867886419291,40.0,14105.613958297052,1784563731.915487,raster_data/images/session_20260720_090735/raster_0001.jpg
1,77.97547753210063,40.0,20051.322433389887,1784563731.923531,raster_data/images/session_20260720_090735/raster_0001.jpg
1,74.84659130926127,40.0,16777.972654982823,1784563731.9339607,raster_data/images/session_20260720_090735/raster_0001.jpg
1,71.62171776647563,40.0,15949.007119962544,1784563731.9447103,raster_data/images/session_20260720_090735/raster_0001.jpg
1,68.51554757981057,40.0,20559.378328306277,1784563731.955242,raster_data/images/session_20260720_090735/raster_0001.jpg
1,66.17613763379128,40.0,14067.031310727309,1784563731.9639363,raster_data/images/session_20260720_090735/raster_0001.jpg
1,63.586810462523715,40.0,19964.05215912499,1784563731.9747326,raster_data/images/session_20260720_090735/raster_0001.jpg
1,61.60732741915152,40.0,16762.304833813632,1784563731.9841828,raster_data/images/session_20260720_090735/raster_0001.jpg
