raster_number,x_mm,y_mm,charge_v,timestamp,image_path
1,117.50199630511781,15.000801741842363,762.7545519163025,1784496817.2012575,raster_data/images/session_20260719_143156/raster_0001.jpg
1,117.67329748897563,15.06959850317902,763.4180101417084,1784496817.2112179,raster_data/images/session_20260719_143156/raster_0001.jpg
1,118.13383431650335,15.25455602359209,766.0208077952236,1784496817.221399,raster_data/images/session_20260719_143156/raster_0001.jpg
1,118.77675133991478,15.512759779239339,765.2042438254934,1784496817.230346,raster_data/images/session_20260719_143156/raster_0001.jpg
1,119.80151705227044,15.924318885552553,765.9697725471154,1784496817.2407227,raster_data/images/session_20260719_143156/raster_0001.jpg
1,121.25873931860512,16.509558112823147,765.1021733292771,1784496817.252025,raster_data/images/session_20260719_143156/raster_0001.jpg
1,122.45993003204092,16.991971771450515,765.2042438254934,1784496817.2597535,raster_data/images/session_20260719_143156/raster_0001.jpg
1,124.31315190210711,17.73624953899143,765.5614905622505,1784496817.2700222,raster_data/images/session_20260719_143156/raster_0001.jpg
1,126.49830471449917,18.613835047349824,764.5407856000876,1784496817.2804625,raster_data/images/session_20260719_143156/raster_0001.jpg
1,128.93805559581935,19.59367041872936,763.673186382249,1784496817.2907095,raster_data/images/session_20260719_143156/raster_0001.jpg
1,131.7075598051761,20.70593897298595,764.6428560963038,1784496817.301095,raster_data/images/session_20260719_143156/raster_0001.jpg
1,134.15008067267706,21.686886806485674,765.3063143217097,1784496817.3098688,raster_data/images/session_20260719_143156/raster_0001.jpg
1,137.28958283446138,22.947751303017473,763.8773273746816,1784496817.3211462,raster_data/images/session_20260719_143156/raster_0001.jpg
1,140.15569522849472,24.098818948294237,763.5711158860327,1784496817.3314416,raster_data/images/session_20260719_143156/raster_0001.jpg
1,143.18302727435304,25.31463448182021,758.7738025638671,1784496817.3423162,raster_data/images/session_20260719_143156/raster_0001.jpg
1,145.41620817402526,26.211508688503134,758.8248378119754,1784496817.350338,raster_data/images/session_20260719_143156/raster_0001.jpg
1,148.38871624606415,27.40530620815762,759.0289788044079,1784496817.3610156,raster_data/images/session_20260719_143156/raster_0001.jpg
1,151.36148980950165,28.599210352576613,758.008273842245,1784496817.371694,raster_data/images/session_20260719_143156/raster_0001.jpg
1,154.06764363585353,29.686036577235598,757.5999918573798,1784496817.381415,raster_data/images/session_20260719_143156/raster_0001.jpg
1,157.10957770863715,30.907716472809664,757.651027105488,1784496817.3923419,raster_data/images/session_20260719_143156/raster_0001.jpg
1,159.3292849198283,31.799179472693663,757.3958508649473,1784496817.4003153,raster_data/images/session_20260719_143156/raster_0001.jpg
1,162.32980233442385,33.004225905004034,757.8041328498124,1784496817.4110935,raster_data/images/session_20260719_143156/raster_0001.jpg
1,165.29779705268584,34.19621080366184,757.3448156168391,1784496817.4217548,raster_data/images/session_20260719_143156/raster_0001.jpg
1,167.47194529082753,35.06937673329192,757.1406746244065,1784496817.4297497,raster_data/images/session_20260719_143156/raster_0001.jpg
1,170.13155885347362,36.13751178873299,756.2730754065681,1784496817.4405425,raster_data/images/session_20260719_143156/raster_0001.jpg
1,172.55567919855997,37.111069735481685,756.2220401584599,1784496817.4517775,raster_data/images/session_20260719_143156/raster_0001.jpg
1,174.1949287420108,37.76941346126476,758.008273842245,1784496817.4604974,raster_data/images/session_20260719_143156/raster_0001.jpg
1,175.9260491200377,38.46465369726329,759.6924370298137,1784496817.4712582,raster_data/images/session_20260719_143156/raster_0001.jpg
1,177.3509550369249,39.03691426244795,758.722767315759,1784496817.4821584,raster_data/images/session_20260719_143156/raster_0001.jpg
1,178.1848352949541,39.37181131221149,757.5999918573798,1784496817.490143,raster_data/images/session_20260719_143156/raster_0001.jpg
1,179.03540212051286,39.71340990237307,757.9572385941369,1784496817.501023,raster_data/images/session_20260719_143156/raster_0001.jpg
1,179.55050591205588,39.92028221821069,758.6206968195426,1784496817.5117235,raster_data/images/session_20260719_143156/raster_0001.jpg
1,179.73182362150067,39.99310174520903,756.987568880082,1784496817.5201523,raster_data/images/session_20260719_143156/raster_0001.jpg
1,179.66553504923465,40.0,756.7323926395414,1784496817.5311246,raster_data/images/session_20260719_143156/raster_0001.jpg
1,179.26060621224008,40.0,756.1199696622436,1784496817.5417094,raster_data/images/session_20260719_143156/raster_0001.jpg
1,178.72520820142415,40.0,755.2523704444052,1784496817.5497904,raster_data/images/session_20260719_143156/raster_0001.jpg
1,177.72040840013707,40.0,754.6909827152156,1784496817.56044,raster_data/images/session_20260719_143156/raster_0001.jpg
1,176.3825149515238,40.0,755.3544409406214,1784496817.5710394,raster_data/images/session_20260719_143156/raster_0001.jpg
1,174.66307338151412,40.0,755.0992647000808,1784496817.5818942,raster_data/images/session_20260719_143156/raster_0001.jpg
1,172.76342305291203,40.0,753.6702777530527,1784496817.5919077,raster_data/images/session_20260719_143156/raster_0001.jpg
1,171.0365487147108,40.0,751.8840440692677,1784496817.5998774,raster_data/images/session_20260719_143156/raster_0001.jpg
1,168.31866124432682,40.0,752.343361302241,1784496817.610959,raster_data/images/session_20260719_143156/raster_0001.jpg
1,165.42018437264787,40.0,752.5475022946734,1784496817.6214023,raster_data/images/session_20260719_143156/raster_0001.jpg
